link,title,author,published,updatedate,chapters,language,words,kudos,comments,bookmarks,hits,warning,mainship,relationship,characters,tags,summary,rating,chapter,chapter_max,completion,currentdate,datediff,classification
https://archiveofourown.org/works/45104020,With you this house is home,Stars_that_fall,2023-02-16,2023-03-16,8/?,English,"11,928",314,57,37,"7,663",No Archive Warnings ApplyGraphic Depictions Of Violence,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & Anthony Lockwood']","['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim', 'Quill Kipps', 'The Skull (Lockwood & Co.)', 'Montagu Barnes']","['Literal Sleeping Together', 'Friends to Lovers', 'Best Friends', 'Eventual Romance', 'Falling In Love', 'Idiots in Love', 'Not Actually Unrequited Love', 'First Love', 'Mutual Pining', 'Sexual Tension', 'George has had enough', 'Say it with jewelry because words are hard', 'Rapier fighting as flirting', ""Lucy can cut her own toast but she won't"", 'Friends make a bet', 'Found Family', ""Emotionally stunted Lockwood but he's trying"", 'Oops ectoplasm ruined my clothes incident']","Lucy and Lockwood grapple with their feelings and increasingly are drawn together emotionally and physically. Everyone around them knows how they feel and are waiting for them to catch up._or how to resolve emotional constipation without actually talking..it's sex guy's that's how.Less slow burn, more throw petrol on the fire and fling a match. A sweet and spicy fic!",Explicit,8,?,incomplete,2023-04-21,36.0,multichapter(updating)
https://archiveofourown.org/works/45778651,This One Means Forever (and that's alright),hestiareads,2023-03-16,2023-03-16,1/1,English,"2,431",54,8,5,656,No Archive Warnings Apply,Anthony Lockwood & Jessica Lockwood,"['Anthony Lockwood & Jessica Lockwood', 'Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & Anthony Lockwood', 'Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood', 'Flo Bones & Anthony Lockwood', 'Lucy Carlyle & Holly Munro', 'Anthony Lockwood & Holly Munro', 'Lucy Carlyle & Quill Kipps', 'Anthony Lockwood & Quill Kipps', 'Flo Bones/George Cubbins | George Karim']","['Anthony Lockwood', 'Jessica Lockwood', 'Lucy Carlyle', 'George Cubbins | George Karim', 'Holly Munro', 'Quill Kipps', 'Flo Bones']","['Domestic Fluff', 'Fluff', 'Tooth-Rotting Fluff', 'Established Relationship', 'Post-Book 05: The Empty Grave (Lockwood & Co.)', 'Locklyle']",A day in Portland Row's garden cuz I'm a sucker for domestic and warmth themeGrammar is hard and English is not my first language so pardon me for any glaring mistakes~~And I wrote this on my phoneEnjoy,Not Rated,1,1,completed,2023-04-21,36.0,oneshot
https://archiveofourown.org/works/45774862,Sweet Dreams are Made of This,Lindzm1318,2023-03-15,2023-03-15,1/1,English,"2,457",90,6,6,"1,630",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Lucy Carlyle', 'Anthony Lockwood']","['Explicit Sexual Content', 'Explicit Language', 'Vaginal Fingering', 'Eating out', ""lockwood's dirty dreams"", 'still no cactus', 'NSFW', 'NSFP', ""Lockwood's a giver"", 'consent is necessary']","A follow-up to Dream a Little Dream of Me, however, this is explicit, and we get some more detail into Lockwood's dream.  This is not suitable for work, and definitely not the pandas.",Explicit,1,1,completed,2023-04-21,37.0,oneshot
https://archiveofourown.org/works/45771862,The Ides of March,Enjolras_IRL_18,2023-03-15,2023-03-15,1/1,English,"1,451",16,9,0,218,Major Character Death,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Kinda - Relationship', 'hinted at like once']","['Lucy Carlyle', 'Anthony Lockwood', 'The Skull (Lockwood & Co.)', 'George Cubbins | George Karim', 'Gaius Cassius Longinus (d. 42 BCE)', 'Julius Caesar']","['Murder', 'The Skull is a Little Shit (Lockwood & Co.)', 'kinda crack i guess', 'Fluff', 'Time Travel', 'ides of March']",In which Lockwood and co accidentally travel back in time and accidentally give Cassius the idea to kill Caesar.,General Audiences,1,1,completed,2023-04-21,37.0,oneshot
https://archiveofourown.org/works/45749431,Just my type,hey_artemis,2023-03-14,2023-03-15,2/?,English,"1,910",35,3,5,438,Major Character Death,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & Anthony Lockwood']","['Anthony Lockwood', 'Lucy Carlyle', 'George Cubbins | George Karim']","[""i haven't read the books"", 'only having three types seemed silly though', 'and i really liked the casper movie when i was a kid', 'lucy and george are half siblings', 'Rival Agencies', 'forced to work together', 'Idiots in Love', 'some of them die', 'but not completely', 'putting the ghost in ghost hunter', ""everyone knows they're in love""]","After she was forced to merge her agency with Lockwood and Co, Lucy is not exactly happy to also have to move into his house. Yet, now that she's living with him, something feels wrong. And not just the way she's absolutely in love with him.",Not Rated,2,?,incomplete,2023-04-21,37.0,multichapter(updating)
https://archiveofourown.org/works/45768427,Another Nail in my Heart,OctoberSeventeenth,2023-03-15,2023-03-15,1/1,English,587,38,2,0,879,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Lucy Carlyle', 'Anthony Lockwood']","['Angst', 'Ghosts', 'Lucy is a MESS', 'Lockwood is dense', 'Lucy is in love']","Lucy encounters the ghose of Lockwood after falling into the basement.This encounter causes her to give in to her feelings, but she didn't expect Lockwood's reaction.This how I imagine the reunion of Lucy and Lockwood in The Hollow Boy part 6 would play out in the show.",Teen And Up Audiences,1,1,completed,2023-04-21,37.0,oneshot
https://archiveofourown.org/works/45768025,"Cream Puffs, Whole-grain Muffins and dry Doughnuts",OctoberSeventeenth,2023-03-15,2023-03-15,1/1,English,693,25,0,1,318,Creator Chose Not To Use Archive Warnings,Flo Bones & George Cubbins | George Karim,['Flo Bones & George Cubbins | George Karim'],"['Lucy Carlyle', 'George Cubbins | George Karim', 'Flo Bones']","['Domestic Fluff', 'Lucy being a mess', 'Flo being the coolest person in the room', 'George being a great friend', 'Jealous Lucy', 'finally getting those noon khamei (cream puffs)']","Lucy is feeling inferior to Holly, the new agent on the team. George and Flo comfort her and Lucy realizes that something is developing between the two of them. Domestic Fuff. Sometime in ""The Hollow Boy Part 4.""Ever since I saw the series, I wanted a scene with the noon khamei (Persian cream puffs). So I wrote one that would fit in the books.",General Audiences,1,1,completed,2023-04-21,37.0,oneshot
https://archiveofourown.org/works/45545299,If things were different,Lolismaname,2023-03-06,2023-03-15,3/3,English,"2,031",60,3,1,"1,334",Graphic Depictions Of Violence,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood']","['Lucy Carlyle', 'Lockwood & Co. Members']",['Locklyle'],""" This is why I'm the researcher, "" said George"" you never ask ""Lockwood remembered Lucy saying something incrediblely similar, and wondered why he never asked, Lucy Carlyle was all he ever thought about, shouldn't he know more about her?",Teen And Up Audiences,3,3,completed,2023-04-21,37.0,multichapter(complete)
https://archiveofourown.org/works/45758899,Sick of the Silence,Clingymf,2023-03-15,2023-03-15,1/1,English,"2,506",10,1,2,175,Major Character Death,Lucy Carlyle & Anthony Lockwood,"['Lucy Carlyle & Anthony Lockwood', 'george cubbins lucy', 'George Cubbins & Anthony Lockwood']","['Anthony Lockwood', 'Lucy Carlyle', 'George Cubbins | George Karim']","['Angst', 'no happy ending', 'red room challenge', 'Suicide', 'Suicidal Thoughts', 'Blood', 'Ghost touch', 'I am not sorry', 'this is so rushed and bad but here', 'pure angst', 'Kinda Self Indulgent?', 'Self Harm', 'Kinda', 'technically']",Written for the red room challenge on the Lockwood and co discord:A alternative ending to the screaming staircase where Lucy and George never made it out.,Not Rated,1,1,completed,2023-04-21,37.0,oneshot
https://archiveofourown.org/works/45755005,A Home With Us,kingcommabea,2023-03-15,2023-03-15,1/1,English,"2,458",270,9,22,"1,849",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & Anthony Lockwood']","['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim', ""Lucy Carlyle's Mother""]","['Implied/Referenced Child Abuse', 'Hurt/Comfort']",Lucy is startled when her mother makes an appearance at 35 Portland Row. Lockwood comforts her.,Teen And Up Audiences,1,1,completed,2023-04-21,37.0,oneshot
https://archiveofourown.org/works/45748252,Fall on the Sword,questionmark007,2023-03-14,2023-03-14,1/1,English,"1,768",219,26,15,"1,456",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood']","['Anthony Lockwood', 'Lucy Carlyle', 'George Cubbins | George Karim', 'Quill Kipps', 'Original Male Character(s)']","['Unrequited Crush', 'Not Actually Unrequited Love', 'Jealous Anthony Lockwood', 'Oblivious Lucy Carlyle', 'POV Anthony Lockwood', 'Safe for Pandas']","Out on a job, the team runs into a DEPRAC researcher who takes an interest in Lockwood & Co.'s resident Listener. Lockwood handles it about as well as can be expected.",General Audiences,1,1,completed,2023-04-21,38.0,oneshot
https://archiveofourown.org/works/45747007,Dream a Little Dream of Me,Lindzm1318,2023-03-14,2023-03-14,1/1,English,"1,496",89,5,4,"1,186",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim', 'Annabel Ward']","['Shirtless anthony lockwood', 'interesting dreams', 'Safe for Pandas', 'trouserless George', 'sadly no cactus', 'lockwood loves lucy', ""even though he doesn't realize it yet"", 'suitable for work']","Someone posted in the discord that Lockwood was dreaming of Lucy before she woke him up when Annabel appeared at 35 Portland Road, so here's a deeper dive into that scene.",General Audiences,1,1,completed,2023-04-21,38.0,oneshot
https://archiveofourown.org/works/45746728,Free Hugs,eamenir,2023-03-14,2023-03-14,1/1,English,"2,355",113,4,7,927,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & Anthony Lockwood', 'Locklye - Relationship']","['Lucy Carlyle', 'Anthony Lockwood', 'George Karim', 'Flo Bones', 'Quill Kipps', 'Holly Munro', 'Kat Loving', 'Bobby Vernon', 'Ned Shaw']","['Romance', 'Fluff', 'Alternate Universe', 'First Meetings', 'free hugs', 'Locklyle', 'lucewood - Freeform']","When you hug the right person, it’s like a medicine.",General Audiences,1,1,completed,2023-04-21,38.0,oneshot
https://archiveofourown.org/works/45745054,blue as midnight,songbird07,2023-03-14,2023-03-14,1/1,English,"2,883",56,8,4,239,No Archive Warnings Apply,Lucy Carlyle & Norrie White,['Lucy Carlyle & Norrie White'],"['Lucy Carlyle', 'Norrie White', 'Kat Godwin (friendship implied)', 'Anthony Lockwood (mentioned)', 'George Karim (mentioned)', ""Norrie White's Mother"", 'Mrs. Carlyle']",[],"“Believe me, you’ll look great.” Norrie pushed her cup away from her. “This colour suits you. It’ll be like… we’ll be like normal girls, you know? Painting our nails. Like the only thing we need to be worried about is test grades and who’s asking who to dances.”Lucy relented, because she couldn’t hold out against Norrie for long, and because the excitement in Norrie’s face was catching.“Okay,” she said, and she couldn’t keep the eagerness out of her voice. It was true. She’d never gotten to do anything… normal like this.",General Audiences,1,1,completed,2023-04-21,38.0,oneshot
https://archiveofourown.org/works/45745150,to unhaunt a house,worthyprince,2023-03-14,2023-03-14,19/19,English,"12,752",68,13,15,630,No Archive Warnings Apply,Anthony Lockwood/George Karim,"['Anthony Lockwood/George Karim', 'George Cubbins | George Karim/Anthony Lockwood']","['Anthony Lockwood', 'George Cubbins | George Karim']","['Book Spoilers', 'Angst', 'Pining', 'this fandom needs to get fruitier. quickly.', 'the georwood agenda', 'bi panic lockwood', '""that\'s the biscuit rule.""', 'adhd boyfriend and autistic boyfriend', 'Because I Said So!']","One day, this agency will have another agent. And another, and another, and another. But there will always be George—singular, peculiar, and eccentric George. He will always remember the agency’s infancy like this—their quiet earnestness and rambunctious excitement.",Teen And Up Audiences,19,19,completed,2023-04-21,38.0,multichapter(complete)
https://archiveofourown.org/works/45742834,"True Care, Truth Brings",HeavyOnTheTragedy,2023-03-14,2023-03-14,1/1,English,"2,774",44,2,4,231,Creator Chose Not To Use Archive Warnings,Lucy Carlyle & George Cubbins | George Karim,['Lucy Carlyle & George Cubbins | George Karim'],"['Lucy Carlyle', 'George Cubbins | George Karim', ""Lucy Carlyle's Mother (mentioned)"", 'Mary Carlyle (Mentioned) - Character', 'Anthony Lockwood (Briefly)']","['Adopted Sibling Relationship', ""not actually adopted but they're adopting eachother"", 'author used google translate', 'Brazilian!Lucy Carlyle', 'Cultural dishes', 'character has an emotional break down', ""she's gonna be fine though i promise"", 'Past Child Abuse', 'Bad Cooking', 'Cooking Lessons', 'strangest mix of book and show characterization']","Mary sends Lucy a letter with a family recipe on the back and when she tries to cook it things go south, luckily George is a great cook and surprisingly a better friendtitle from All The Small Things by Blink-182Thank you to my beta reader @out-of-oz",General Audiences,1,1,completed,2023-04-21,38.0,oneshot
https://archiveofourown.org/works/44842891,Through the Open Door,RainShadow07,2023-02-07,2023-03-14,11/11,English,"27,737",485,277,53,"8,419",No Archive Warnings Apply,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood,"['Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood', 'Lucy Carlyle/George Cubbins | George Karim', 'Lucy Carlyle/Anthony Lockwood', 'George Cubbins | George Karim/Anthony Lockwood']","['George Cubbins | George Karim', 'Anthony Lockwood', 'Lucy Carlyle', 'Montagu Barnes', 'Original Characters']","['Polyamory', 'OT3', 'poly is hard', 'no beta we die like men', 'seaside vacay', 'George researches everything', 'Found Family', 'Horny Teenagers', 'Jealousy', 'Fluff', 'Mild Angst', 'Spoilers for Season 1', 'I know you all love Locklyle and I do too but give this a try ;)', 'George in a Speedo', 'Idiots in Love', 'everyone is bi', 'mentions of suicidal ideation', 'Mild Kink', 'Hurt/Comfort', 'Sharing a Bed', 'Anthony Lockwood Needs a Hug', 'Aged-Up Character(s)', 'Violence', 'Case Fic', 'actual plot AND ot3??', 'vicarious trauma', 'Coming Out', 'Past Lucy Carlyle/Norrie White', 'Angst', 'george karim is trying to keep the peace', 'D/s elements', ""i can't help it I just read their sex as kinky"", 'Lucy Carlyle is NOT having it', 'Bisexual Lucy Carlyle', 'Bisexual Anthony Lockwood', 'moderate BDSM', 'Oral Sex', 'Demisexual George Karim', 'Dom! Lucy Carlyle', 'Anthony Lockwood is a masochist i will die on this hill', 'lockwood on his knees']","Lockwood burst into the kitchen. He dropped a glossy brochure onto the table, grinning at the two of them. “Pack your bags, friends!” he declared. “Imagine… afternoons by the pool, kayaking, five course meals… followed by a little late night ghost hunting… a proper vacation!”“But… Cornwall?” Lucy asked.“I know what you’re thinking,” said Lockwood. He slapped his hands onto the table; underneath were three railway tickets. “But I’ve already got us the tickets. We take an overnight train, tonight. George, grab your speedo. Lucy, pack the sunscreen. We’re going to the seaside!”---Lucy, Lockwood, and George at a seaside resort. Can they unravel the secrets of St. Michael’s and the strange changes in their psychic abilities?Direct sequel to ""nights were made for saying things""Chapter 11 posted! *COMPLETE*Now with sequel: won’t come lightly",Explicit,11,11,completed,2023-04-21,38.0,multichapter(complete)
https://archiveofourown.org/works/45733642,"Would've, Could've, Should've.",Miss_Bel1e,2023-03-14,2023-03-14,1/1,English,609,20,0,1,373,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood', 'Peter Parker & Pepper Potts & Tony Stark', 'Peter Parker & Tony Stark', 'Peter Parker & Natasha Romanov', 'Clint Barton & Peter Parker']","['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim', 'The Skull (Lockwood & Co.)', 'Peter Parker', 'Tony Stark', 'Pepper Potts', 'Natasha Romanov (Marvel)', 'Clint Barton', 'Bruce Banner', 'Steve Rogers']","['Everyone Needs A Hug', 'Alternate Universe - Time Travel', ""Tony Stark Acting as Peter Parker's Parental Figure"", 'The Skull Being Annoying (Lockwood & Co.)', 'Magic', 'Everyone Is Alive', 'Anthony Lockwood is a Mess', 'Badass Lucy Carlyle', 'Tired Lucy Carlyle', 'Everyone Needs A Nap', 'Peter Parker Is A Taylor Swift Fan', 'Handholding', 'Mentioned Norrie White - Freeform', 'Author was listening to Taylor Swift and its clear', 'Ghosts', 'Everyone is worried about Lockwood and Co.']","On a normal seeming mission with Lockwood and Co. They stumble upon a magic item that sends them to some random high tech room, filled with equally random people in America?",Not Rated,1,1,completed,2023-04-21,38.0,oneshot
https://archiveofourown.org/works/45729940,everything to lose but each other to gain,gxldenlights,2023-03-14,2023-03-14,1/1,English,"3,523",170,4,15,"1,590",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & Anthony Lockwood']","['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim', 'Quill Kipps', 'Holly Munro', 'Kat Godwin', 'Montagu Barnes']","['minor Kipps/Kat', 'Pickup Lines', 'george is tired of the pining']",5 times Lockwood used a pickup line on Lucy and the 1 time it worked.,General Audiences,1,1,completed,2023-04-21,38.0,oneshot
https://archiveofourown.org/works/45728536,you fill my heart like b-roll footage,confetticowboy,2023-03-14,2023-03-14,1/1,English,"2,262",42,7,5,257,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim', 'Flo Bones']","['Mutual Pining', 'Fluff', 'Resolved Tension/Pining', 'Confessions', 'george screaming FINALLY to the heavens', 'friendly neighborhood betting pool', 'TV Canon', ""I haven't read the books yet (i know)"", 'Denial is the fuel of this ship', 'Locklyle Week 2023']","They had been operating in a kind of oblivious truce up until this point. The screening party thrown in their sitting room (really can they call it a party when they’ve only invited five people) was intended to be a celebration of how far they’ve come as an agency.Now the program began in earnest, following them as they worked through a case.  “Come on, Luce, it can’t be that bad, can it?”As it turns out, it can.~Or, the one where Lockwood & Co have a film crew follow them on a case and end up capturing all of their longing glances and lingering touches live in technicolor. Written for Locklyle Week 2023, day 3 - Outsider's POV/Denial",Teen And Up Audiences,1,1,completed,2023-04-21,38.0,oneshot
https://archiveofourown.org/works/45726136,Charmed,Lindzm1318,2023-03-13,2023-03-13,1/1,English,"1,737",61,3,5,930,Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'George Cubbins | George Karim/Quill Kipps']","['Lucy Carlyle', 'Anthony Lockwood', 'Jessica Lockwood', 'Celia Lockwood', 'Donald Lockwood', 'George Cubbins | George Karim', 'Quill Kipps']","['Not Safe for Pandas', 'Vaginal Fingering', 'anthony Lockwood’s family lives', 'Established Relationship', 'Lucy is a Princess', 'lockwood is a prince', 'lockwood and co in America', 'rich Anthony lockwood']",An explicit addition to my charming work,Explicit,1,1,completed,2023-04-21,39.0,oneshot
https://archiveofourown.org/works/45412678,nights were mainly made for saying things that you can't say tomorrow day,b0y_w0nder,2023-03-01,2023-03-13,4/6,English,"3,604",130,12,10,"1,543",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & Anthony Lockwood', 'Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood']","['Anthony Lockwood', 'Lucy Carlyle', 'George Cubbins | George Karim']","['Anthony Lockwood Needs a Hug', 'Lockwood Is Depressed', 'Sharing a Bed', 'Fluff and Hurt/Comfort', 'Fluff', 'References to Depression', 'Depression', 'Post-Canon', '5+1 Things', 'lockwood plays piano', 'lucy is clumsy', 'Cuddling', 'Safe for Pandas', 'Depressed Anthony Lockwood', 'american does not try to write in british english', 'not british english', 'Mentioned Flo Bones', 'Mentioned Flo Bones/George Cubbins|George Karim']",(post tv show canon but assumes u know what's behind the door)five times lockwood and lucy Should talk about their feelings but don't + one time they do (or are forced to by george)(title from Do I Wanna Know by the Arctic Monkeys),Teen And Up Audiences,4,6,incomplete,2023-04-21,39.0,multichapter(updating)
https://archiveofourown.org/works/45714139,Ohne Dich Kann Ich Nicht Sein,levrana,2023-03-13,2023-03-13,1/1,English,"3,840",140,7,10,"1,737",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & Anthony Lockwood', 'Lucy Carlyle & George Cubbins | George Karim', 'George Cubbins | George Karim & Anthony Lockwood']","['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim', 'Montagu Barnes', 'The Skull (Lockwood & Co.)']","['Angst with a Happy Ending', 'Hurt/Comfort', 'Nightmares', 'Idiots in Love', 'Mutual Pining', 'Literal Sleeping Together', 'Sharing a Bed', 'Fencing', 'Not Medically Accurate', 'Safe for Pandas', 'cactus club', 'First Kiss', ""it's my first fic bear with me""]","George buried his face in the mug, intent on not resurfacing until he found Atlantis. “You fucked up,” he announced. “And by the way, friends don’t argue like you two do.”AKAA job goes wrong, Lockwood is reckless and Lucy is more than displeased with having to nurse him back to health. Featuring cuddles, arguments and fencing.",Teen And Up Audiences,1,1,completed,2023-04-21,39.0,oneshot
https://archiveofourown.org/works/45604426,Seven Minutes in Heaven.,Lindzm1318,2023-03-09,2023-03-13,4/5,English,"8,676",155,24,24,"3,304",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle/Quill Kipps/Anthony Lockwood']",[],"['Smut', 'Shameless Smut', 'Seven Minutes In Heaven Game', 'Spin the Bottle', 'lockwood - Freeform', 'Loss of Virginity', 'Vaginal Sex', 'Dry Humping', 'Dom/sub', 'Oral Sex', 'Sex', 'Not Safe for Pandas', 'cactus club', 'Threesome - F/M/M']",Lucy plays spin the bottle at a party. What could possibly go wrong?,Explicit,4,5,incomplete,2023-04-21,39.0,multichapter(updating)
https://archiveofourown.org/works/45711232,I only have eyes for you.,BettieLouWho,2023-03-13,2023-03-13,1/1,English,"1,902",112,15,7,"1,113",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"['Lucy Carlyle/Anthony Lockwood', 'Lucy Carlyle & Anthony Lockwood', 'Lucy Carlyle & Kat Godwin', 'George Cubbins | George Karim & Anthony Lockwood']","['Lucy Carlyle', 'Anthony Lockwood', 'Kat Godwin', 'George Cubbins | George Karim']","['Safe for Pandas', 'Jealousy', 'Fluff', 'Big feelings', 'aggressively playing piano instead of discussing feelings', 'Happy Ending']","Kat Godwin invites Lucy out for a coffee date, and Lockwood has big boy feelings about it.",General Audiences,1,1,completed,2023-04-21,39.0,oneshot
https://archiveofourown.org/works/45708334,i'm scared of what's behind & what's before,the_one_that_fell,2023-03-13,2023-03-13,1/1,English,"2,849",156,29,10,999,No Archive Warnings Apply,Lucy Carlyle & Quill Kipps,"['Lucy Carlyle & Quill Kipps', 'Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood']","['Lucy Carlyle', 'Quill Kipps', 'Anthony Lockwood', 'George Cubbins | George Karim']","['Friendship', 'Underage Drinking', 'Book Spoilers', 'Hurt/Comfort']","The voice on the other end was somewhere between irritated and deadly serious. “Is she there?”  “What?” Lockwood rubbed at the back of his neck. “Who?”   “Lucy,” Kipps hissed. “Is. Lucy. There?” Lockwood receives a worrying phone call.",Teen And Up Audiences,1,1,completed,2023-04-21,39.0,oneshot
https://archiveofourown.org/works/45707410,Odd Duck,SinSong,2023-03-13,2023-03-13,1/1,English,"3,933",221,20,19,"1,436",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim']","['Pre-Relationship', 'by quite a bit', 'Implied/Referenced Child Abuse', ""but it's like a blink-and-you'll-miss-it sort of thing"", 'Sickness', 'Hospitals', 'Getting to know you']",Lucy Carlyle was an odd duck.Lockwood can't figure out why his newest hire doesn't want to be his friend.Lucy is just trying to make sure she doesn't blow a good thing.,Teen And Up Audiences,1,1,completed,2023-04-21,39.0,oneshot
https://archiveofourown.org/works/45703774,out the dark and into the light,nighttimedawn,2023-03-13,2023-03-13,1/5,English,"2,539",44,5,7,326,No Archive Warnings Apply,Lucy Carlyle & Quill Kipps,"['Lucy Carlyle & Quill Kipps', 'Quill Kipps & Anthony Lockwood', 'Lucy Carlyle/Anthony Lockwood', 'but they are mostly background right now']","['Quill Kipps', 'Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim']","['Hurt/Comfort', 'The power of friendship', ""i'm surprised that is not already a tag""]","“You could quit right now if you wanted to; we wouldn’t have to tell anyone the reasons. George knows. I know. And I am still in front of you, offering you this job.”  What she was really offering was a lifeline and he knew it. A chance to avoid all of the Fittes committee meetings, to avoid the awkward shame of being demoted and restarting his career, of spending the rest of his life standing on the outskirts of buildings as kids (five, ten, twenty, thirty, god forty younger than him) went in to risk their lives and die. She was offering him a chance to start over with them in a job where he wouldn’t have to do any of that.  He couldn’t accept her lifeline though. Not right now.  Or the roadmap to how Kipps joins Lockwood and Co.",Teen And Up Audiences,1,5,incomplete,2023-04-21,39.0,multichapter(updating)
https://archiveofourown.org/works/45703534,I'll Smash Another Cup,stormwalkers,2023-03-13,2023-03-13,1/1,English,"4,051",354,46,42,"1,890",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,['Lucy Carlyle/Anthony Lockwood'],"['Lucy Carlyle', 'Anthony Lockwood', 'George Cubbins | George Karim']","['Fakeout Makeout', 'Kissing as a Distraction', 'Infiltrating Rotwell and being so normal about it', 'What do you mean they should have made a plan first???', 'Heist', 'but like a very lowkey one', 'Lucy and Lockwood are Bad At Feelings']","I turned to Lockwood. “You trust me, right?”  He looked at me as if I’d asked him to confirm that there was water in the ocean, that Visitors came out at night, or that George’s morning yoga sessions were unfit for human eyes to behold. “More than anyone. What’s—”  “Then do me a favour and play along.” How hard can stealing one secret political document from a rival agency be? Lucy and Lockwood are about to find out.",General Audiences,1,1,completed,2023-04-21,39.0,oneshot
https://archiveofourown.org/works/45697195,Snippet Into George Karim's Daily Struggles,MogulMama,2023-03-12,2023-03-12,1/1,English,954,173,16,7,"1,474",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood,"['Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood', 'Lucy Carlyle/George Cubbins | George Karim', 'George Cubbins | George Karim/Anthony Lockwood', 'Lucy Carlyle/Anthony Lockwood']","['Lucy Carlyle', 'George Cubbins | George Karim', 'Anthony Lockwood']","['Flirting', 'Possessive Behavior', 'Jealous Anthony Lockwood', 'Jealous Lucy Carlyle']","George licks his lips nervously before finally meeting her gaze. “What is it, Lucy?” “I’ve never seen Lockwood act like that around you.” She states shrewdly. George stares. “Like what?” There's a pause, where Lucy bites her lip, tugs it into her mouth, before playfully shuffling closer to softly tease the word out near his ear.  “Possessive.”  Or:Lockwood and Lucy acquire a tiny taste for possessiveness.",Teen And Up Audiences,1,1,completed,2023-04-21,40.0,oneshot
