link,title,author,published,updatedate,chapters,language,words,kudos,comments,bookmarks,hits,warning,relationship,characters,tags,summary,rating,series,chapter,chapter_max,completion,currentdate,datediff_pub,datediff,classification,lastauthorupdate,firstauthorupdate,author_lastupdate_diff,daysactive,daysincefirtupload,author_activity,num_relationship,num_characters,num_tags,prev_words,prev_hits,prev_kudos,prev_comments,prev_bookmarks
https://archiveofourown.org/works/46454686,"I met you in the dark, you lit me up",barronsfever (historyofbellarke),2023-04-13,2023-04-13,1/1,English,"3,508",229,52,14,"1,326",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"George Cubbins | George Karim, Paul Bell","Strangers to Friends, Pre-Relationship, Alternate Universe - Modern Setting, Lucy is in a bad relationship, Borderline verbal abuse, it's very brief, Body Shaming, Mention of canon past abuse, Lockwood is trying to help, It sounds way worse than it is, Just want to tag properly, angst and fluff with a happy ending, Safe for Pandas","Lockwood knew he should listen to George. It wasn’t his place to come in like some misguided knight in shining armour to save a damsel in distress, but good god if that git said one more thing to his date –“Honey, do you think you should really eat another roll? You know how bloated -”He snapped. “That’s it.” Slamming his fists on their table, he stood up and marched the short distance over to where the couple was sitting.----Lockwood overhears a man talking down to his date at the next table over and just cannot stay quiet about it. What happens when he intervenes?",Teen And Up Audiences,not a series,1,1,completed,2023-06-16,64,64,oneshot,2023-06-12,2023-01-30,4,133,137,active,1,2,13,"3,508","1,307",228,52.0,14.0
https://archiveofourown.org/works/46464568,Surrender My Heart,LillianKeng90,2023-04-13,2023-06-15,7/10,English,"25,446",116,37,18,"2,518",Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/Anthony Lockwood, Anthony Bridgerton/Kate Sheffield | Kate Sharma, Flo Bones/George Cubbins | George Karim, Colin Bridgerton/Penelope Featherington, Simon Basset/Daphne Bridgerton, Quill Kipps/Holly Munro, Lucy Carlyle & Anthony Lockwood, Flo Bones & George Cubbins | George Karim, Quill Kipps & Holly Munro","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps, Anthony Bridgerton, Benedict Bridgerton, Colin Bridgerton, Daphne Bridgerton, Eloise Bridgerton, Francesca Bridgerton, Gregory Bridgerton, Hyacinth Bridgerton, Violet Bridgerton, Mary Carlyle, Lady Danbury (Bridgerton), Kate Sheffield | Kate Sharma, Edwina Sheffield | Edwina Sharma, Montagu Barnes, The Skull (Lockwood & Co.), Flo Bones, Adelaide Winkman, Leopold Winkman","Lockwood and co AU, Bridgerton Family Feels, Bridgertons Being Bridgertons, lady danbury notice it all, Anthony Lockwood Loves Lucy Carlyle, Protective Anthony Lockwood, Lucy Carlyle needs a hug, Hurt/Comfort, Protective Anthony Bridgerton, Quill likes Holly, Eventual Happy Ending, Found Family, One Big Happy Family, Love Confessions, Idiots in Love, Falling In Love, Ghostbusting (Ghostbusters), Ghost Hunters, Hidden Secrets, Kidnapping, Family Feels, Team Feels, Parents Colin Bridgerton and Penelope Featherington, Chaotic Eloise Bridgerton, George Cubbins | George Karim Swears, Lucy Carlyle & Quill Kipps Friendship, the skull is a big fan of lady whistledown, Organized Crime, Conspiracy, Family Drama","Lucy Carlyle hardly thought she was special but little did she know, her life was about to turn for better or worst by the coming of an unexpected visitor to 35 Portland Row. Six months after the incident at Fittes house and the Rotwell research institute, Lockwood and Co found themselves entangled with yet a case that unravel not only secrets of the past but a conspiracy that could shape the team's very foundation and of all they hold dear. Lockwood and Co meets the Bridgertons! An AU.",General Audiences,not a series,7,10,incomplete,2023-06-16,64,1,multichapter(updating),2023-06-15,2023-04-13,1,63,64,active,9,23,30,"19,968","2,186",109,32.0,18.0
https://archiveofourown.org/works/46516504,you know for me it’s always you,oceanwave_blues,2023-04-15,2023-05-17,6/?,English,"15,180",67,33,6,958,Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/Anthony Lockwood, George Cubbins | George Karim/Flo Bones","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Flo Bones, Jessica Lockwood, Kat Godwin, Quill Kipps, Mary Carlyle, Lucy Carlyle's Mother, Norrie White, The Skull (Lockwood & Co.), Holly Munro","Personified skull, lockwood is not exactly mentally well, Mrs. Carlyle's A+ Parenting, George is the only real adult, someone save that poor boy, Jessica Lives, Skull is the #1 Locklyle shipper, George wants that title, George and skull rivalry, perfect Holly Munro, Jessica raised Lockwood, we basically mashed karim and cubbins together, Angst because Lockwood and Lucy prefer to ignore obvious feelings, Alternate Universe - Modern Setting","Lucy Joan Carlyle was fine. She was sure of it. She was happy. She has a great best friend, great life, great house. Well, calling it a house was a stretch. She had a great apartment. She was great. Absolutely great. In fact, the thought that anyone could think that she was less than great was one she resented deeply.George Karim disagrees. Strongly. He believes Lucy lives in a place of delusion so far away that pigs flying are the norm. Needless to say, George is correct.Or: Locklyle AU where Lucy owns a Bookshop/Cafe threatening to go out of business (hell yeah, two tropes in one :)) and Lockwood is an actor starring in an adaptation of one of George’s books.",Teen And Up Audiences,not a series,6,?,incomplete,2023-06-16,62,30,multichapter(updating),2023-06-14,2023-04-15,2,60,62,active,2,12,14,"12,729",903,67,27.0,6.0
https://archiveofourown.org/works/46562428,Friday I'm in Love,OctoberSeventeenth,2023-04-17,2023-04-17,1/1,English,"3,219",27,2,2,336,Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/Holly Munro, Lucy Carlyle/Anthony Lockwood, George Cubbins | George Karim & Holly Munro, Lucy Carlyle & Anthony Lockwood, Lucy Carlyle & Holly Munro, Anthony Lockwood & Holly Munro","Holly Munro, George Cubbins | George Karim, Anthony Lockwood, Lucy Carlyle","Spoilers Books 3, Holly meeting Lucy for the 1st time, Holly's POV, Holly crushes on Lucy, Pining, Heartbreak, Wintergarten case, mostly canon-compliant, poor baby, Lesbian Holly - there is no other Holly for me, George being the best","Holly has just decided to join the agency Lockwood&Co when she meets her new colleague: Lucy Carlyle. The amazingly tallented agent with those beautyful blue eyes, she is instatnly smitten. But getting closer to Lucy is harder than Holly thought...The events of the frist half of Book 3 from Holly's POV.Be ready for heartbreak.",General Audiences,Part 18 of London Calling,1,1,completed,2023-06-16,60,60,oneshot,2023-06-13,2023-03-15,3,90,93,active,6,4,11,"3,219",322,26,2.0,2.0
https://archiveofourown.org/works/46585030,There She Goes,OctoberSeventeenth,2023-04-18,2023-04-18,1/1,English,534,19,2,0,421,Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/Anthony Lockwood, Flo Bones/George Cubbins | George Karim, Flo Bones & Lucy Carlyle, Flo Bones & Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood & Holly Munro","Flo Bones, George Cubbins | George Karim, Anthony Lockwood, Lucy Carlyle, Holly Munro, Quill Kipps","Spoilers for Book 5, Locklyle, Fluff, Flo being the coolest person in the room, All of them being really good friends really, Also - they all ship Locklyle, George being tired of their shit, Lucy and Lockwood being awkward as always, Canon Compliant, Part of London Calling, Fits also into You and Me and Herons though","The events of Book 5, before the attack of Winkman on Portland Row 35.When Flo realizes that Locky and Lucy still have not figured out the status of their realtionship she gives them a nudge.But just when he's got his heart set on it, things get in the way again...Flo and George POV (because I love them).",General Audiences,Part 19 of London Calling,1,1,completed,2023-06-16,59,59,oneshot,2023-06-13,2023-03-15,3,90,93,active,5,6,11,534,412,19,2.0,0.0
https://archiveofourown.org/works/46568935,Hugo Blake,MaloryMalfoy,2023-04-17,2023-04-18,2/?,English,"2,759",19,4,2,441,Creator Chose Not To Use Archive Warnings,"Kat Godwin/Ned Shaw, Lucy Carlyle & Quill Kipps, Lucy Carlyle/Anthony Lockwood, Flo Bones/George Cubbins","Kate Godwin, Ned Shaw, Lucy Carlyle, Quill Kipps, Anthony Lockwood, George Cubbins, Flo Bones, Rory Kipps, Montagu Barnes, Wade (Barnes' associate)","Love Triangle, I made kipps have a younger brother, Lucy gets abused, Barnes is a bad guy, Quill kipps' team is the good guys, Flo and George are dating as they should, I really don't know how to tags right now, My brain is kinda fuzzy cause I'm tired, Holly isn't in this one",If Lockwood and Lucy hadn't been terribly mad at each other when the Hugo Blake thing happened. With some of my own adjustments of course. It kinda goes off course a lot. Also mixes the books and the show you’ll just have to go along with it.,Teen And Up Audiences,not a series,2,?,incomplete,2023-06-16,60,59,multichapter(updating),2023-04-27,2023-02-28,50,58,108,active,4,10,9,"2,759",440,19,4.0,2.0
https://archiveofourown.org/works/46514437,Cake,CharmQuartStrangeQuark,2023-04-15,2023-04-15,1/1,English,"2,870",109,15,4,593,No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood, Flo Bones & George Cubbins | George Karim's Mother","Anthony Lockwood, George Cubbins | George Karim, George Cubbins | George Karim's Mother, Lucy Carlyle","Domestic Fluff, Tooth-Rotting Fluff, Lockwood can't cook, But he's so proud of his contributions, Pining","In which Lockwood is suddenly made aware of Lucy's impending birthday, and must make quick moves into previously unexplored territory:  that of baking a birthday cake.",General Audiences,not a series,1,1,completed,2023-06-16,62,62,oneshot,2023-04-19,2023-04-15,58,4,62,active,3,4,5,"2,870",584,109,15.0,4.0
https://archiveofourown.org/works/46544200,i've been afraid of you leaving for some time,JennaTalbot,2023-04-18,2023-04-18,1/1,English,"1,978",86,14,10,668,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood","Newly established relationship, Angst, Hurt/Comfort, Self-Hatred, Self-Esteem Issues, Jealousy, Insecurity",,Teen And Up Audiences,"Part 2 of part time soulmate, full time problem",1,1,completed,2023-06-16,59,59,oneshot,2023-06-01,2023-02-28,15,93,108,active,1,2,7,"1,978",640,83,12.0,10.0
https://archiveofourown.org/works/46560958,they got no idea (about me and you),JustWriteIt13,2023-04-17,2023-04-17,1/1,English,"2,792",166,10,19,"1,451",Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & Anthony Lockwood, Anthony Lockwood & Quill Kipps, Montagu Barnes & Lucy Carlyle, Montagu Barnes & Anthony Lockwood, George Cubbins | George Karim & Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim, Lucy Carlyle & Kat Godwin, Flo Bones & Anthony Lockwood","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps, Montagu Barnes, Kat Godwin, Flo Bones","Humor, Attempt at Humor, Secret Relationship, But could it be called secret relationship if they are not actually hiding it, Misunderstandings, Misunderstanding Galore, they are not in the same page, heck, they are not even in the same book, POV Lucy Carlyle, POV Anthony Lockwood, POV Alternating, Locklyle, They are so fed up with Lockwood and Lucy, not realising that Lockwood and Lucy are already dating",5 times their friends don't realize Lockwood & Lucy are dating (+ 1 time they finally realised it).,Teen And Up Audiences,Part 5 of Locklyle 5+1,1,1,completed,2023-06-16,60,60,oneshot,2023-04-17,2023-02-15,60,61,121,active,9,7,15,"2,792","1,406",162,10.0,18.0
https://archiveofourown.org/works/46544185,A lack of links,SarahAki,2023-04-16,2023-04-16,1/1,English,727,23,8,1,118,No Archive Warnings Apply,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood,"Lucy Carlyle, Quill Kipps, Holly Munro, George Cubbins | George Karim, Anthony Lockwood",,"It was the disconnect he couldn't stand. That he would be welcomed as his place at the table wasn't a given, he was the outsider.",General Audiences,not a series,1,1,completed,2023-06-16,61,61,oneshot,2023-06-14,2023-03-07,2,99,101,active,1,5,0,727,114,23,4.0,1.0
https://archiveofourown.org/works/46568050,Oh to Burn in Your Light,WintersBlue35,2023-04-17,2023-06-01,5/?,English,"6,949",317,93,40,"3,286",No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & Anthony Lockwood","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Hurt/Comfort, Emotional Hurt/Comfort, Fluff and Angst, Angst with a Happy Ending, lucy gets hurt, Lockwood is an idiot, found family has my heart, Blood and Injury","One minute Lockwood's laughing, watching as George paces back and forth, disgruntled and grumbling about their favourite listener stealing the last of their tea, the next Lucy's falling.orLucy gets seriously injured on a mission - and George and Lockwood struggle to make peace with the idea that one day they might not all make it home.",Teen And Up Audiences,not a series,5,?,incomplete,2023-06-16,60,15,multichapter(updating),2023-06-01,2023-04-17,15,45,60,active,2,3,8,"6,949","3,152",307,92.0,39.0
https://archiveofourown.org/works/46512439,I Met You As A Stranger,ArtemisSwan,2023-04-15,2023-06-01,4/8,English,"14,698",92,47,12,"1,187",No Archive Warnings Apply,"Lucy Carlyle & Norrie White, Lucy Carlyle/Anthony Lockwood, George Cubbins | George Karim & Anthony Lockwood","Lucy Carlyle, Norrie White, Original Characters, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps, Lucy Carlyle's Mother, Mr Jacobs (Lockwood & Co.)","Alternate Universe - Canon Divergence, Safe for Pandas, Fluff, Pov Lucy, subtle Bisexual Lucy, because she's Bi but doesn't know it, Mutual Pining, a lot of Lucy's thoughts, original characters are Lucy's teammates from Jacobs, Baby Bi Lucy","His overcoat was billowed out behind him as his long strides carried him across the floor. She had full view of his side swept brown hair and dark eyes that seemed to bore into her as he grew closer. He had a smug smirk on his face that was widening to an almost blinding grin. He winked as he walked past her, his arm just barely brushing hers.Lucy watched the two boys disappear into the crowd, her curiosity not leaving her.“Well, he seemed like a pretentious posh prick,” Norrie suddenly said beside her, making her laugh.orThe Wythburn Mill case didn’t happen, so no one at Jacobs & Co got killed or ghost locked. Lucy and Norrie still plan to run away to London and join the Fittes Agency, but things don't work out the way they planned. Good thing Lockwood & Co is looking for a new agent or two.",Teen And Up Audiences,not a series,4,8,incomplete,2023-06-16,62,15,multichapter(updating),2023-06-01,2023-04-15,15,47,62,active,3,8,10,"14,698","1,137",90,47.0,11.0
https://archiveofourown.org/works/46512439,I Met You As A Stranger,ArtemisSwan,2023-04-15,2023-06-01,4/8,English,"14,698",92,47,12,"1,187",No Archive Warnings Apply,"Lucy Carlyle & Norrie White, Lucy Carlyle/Anthony Lockwood, George Cubbins | George Karim & Anthony Lockwood","Lucy Carlyle, Norrie White, Original Characters, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps, Lucy Carlyle's Mother, Mr Jacobs (Lockwood & Co.)","Alternate Universe - Canon Divergence, Safe for Pandas, Fluff, Pov Lucy, subtle Bisexual Lucy, because she's Bi but doesn't know it, Mutual Pining, a lot of Lucy's thoughts, original characters are Lucy's teammates from Jacobs, Baby Bi Lucy","His overcoat was billowed out behind him as his long strides carried him across the floor. She had full view of his side swept brown hair and dark eyes that seemed to bore into her as he grew closer. He had a smug smirk on his face that was widening to an almost blinding grin. He winked as he walked past her, his arm just barely brushing hers.Lucy watched the two boys disappear into the crowd, her curiosity not leaving her.“Well, he seemed like a pretentious posh prick,” Norrie suddenly said beside her, making her laugh.orThe Wythburn Mill case didn’t happen, so no one at Jacobs & Co got killed or ghost locked. Lucy and Norrie still plan to run away to London and join the Fittes Agency, but things don't work out the way they planned. Good thing Lockwood & Co is looking for a new agent or two.",Teen And Up Audiences,not a series,4,8,incomplete,2023-06-16,62,15,multichapter(updating),2023-06-01,2023-04-15,15,47,62,active,3,8,10,"14,698","1,137",90,47.0,11.0
https://archiveofourown.org/works/46465093,hunger is a mean weapon,Farfallama,2023-04-13,2023-04-13,1/1,English,547,99,4,3,822,Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim, Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Lucy Carlyle's Mother","Locklyle Week 2023 (Lockwood & Co.), american writing brits, care warning: food issues, Food as a weapon, Day Two: Food","Lucy's evolving relationship with food and home.*Care warning, may be triggering for those with a disordered relationship with food.  It's not graphic, but just in case.",General Audiences,Part 2 of Farfallama’s Locklyle Week 2023,1,1,completed,2023-06-16,64,64,oneshot,2023-05-16,2023-03-31,31,46,77,active,4,4,5,547,801,99,4.0,3.0
https://archiveofourown.org/works/46557160,Buttered Toast,BritishGirl93,2023-04-17,2023-04-17,1/1,English,"5,708",135,18,16,"1,170",No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & Anthony Lockwood, Flo Bones/George Cubbins | George Karim","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Flo Bones, Original Child Character(s), Holly Munro","Domestic, Domestic Fluff, Family, Pregnancy","A series of flashes into the life of Portland Row, with an established Locklyle relationship, (loosely) following the events of An Empty Grave, all linked to buttered toast.",Mature,not a series,1,1,completed,2023-06-16,60,60,oneshot,2023-04-18,2023-04-17,59,1,60,active,3,6,4,"5,708","1,149",134,18.0,16.0
https://archiveofourown.org/works/46563514,Smooth,MagicPeach,2023-04-17,2023-04-17,1/1,English,"1,520",122,22,6,"1,555",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood","Plot What Plot/Porn Without Plot, Porn with Feelings, Fluff and Smut, Sweet/Hot, Cock Worship, But like sweetly, Anal Fingering, Prostate Massage","Lucy enjoys bringing Lockwood pleasure. That’s all it is, just loving porn. Sorry not sorry.~*~Lockwood sets a careful hand atop her head, a weighted warmth that spreads all the way down to her toes, before petting tenderly at her hair. She sighs with contentment, hoping they can have this forever, this intimacy.",Explicit,Part 1 of Locklyle Smut,1,1,completed,2023-06-16,60,60,oneshot,2023-06-16,2023-03-17,0,91,91,active,1,2,8,"1,520","1,510",121,22.0,6.0
https://archiveofourown.org/works/46469533,"Because everything is the same until, very suddenly, it isn’t",netflixcapricorn,2023-04-13,2023-06-10,16/?,English,"27,259",328,253,29,"6,923",No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, Lucy Carlyle & Anthony Lockwood, Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood & Holly Munro, Lucy Carlyle & Holly Munro, Anthony Lockwood & Holly Munro, Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood","Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps, Montagu Barnes","Fake Marriage, Alternate Universe - Canon Divergence, Aged-Up Character(s), Fluff and Angst, Light Angst, Romance, Romantic Angst, Mutual Pining, Pining, Hurt/Comfort, Locklyle, no beta we die like lockwoods family, Slow Burn, kind of, Depictions of depression, Angst with a Happy Ending",What happens when the only way out of this mess is a fake marriage?,Not Rated,not a series,16,?,incomplete,2023-06-16,64,6,multichapter(updating),2023-06-10,2023-02-15,6,115,121,active,6,6,16,"25,213","6,366",311,231.0,28.0
https://archiveofourown.org/works/46548598,To belong somewhere (Loneliness),Hangesextra,2023-04-17,2023-04-17,1/1,English,920,9,2,1,61,Creator Chose Not To Use Archive Warnings,,"George Cubbins | George Karim, Anthony Lockwood","Character Study, author is projecting, Angst, idk - Freeform",George character study. How George felt when he was at Fittes and the loneliness of not being understood amongst the best.,General Audiences,not a series,1,1,completed,2023-06-16,60,60,oneshot,2023-05-14,2023-03-22,33,53,86,active,0,2,4,920,61,9,2.0,1.0
https://archiveofourown.org/works/46552432,"Folkefresar, til Oss Kom",SinSong,2023-04-17,2023-04-17,1/4,English,"2,756",82,33,7,374,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, Montagu Barnes, George Cubbins | George Karim, The Skull (Lockwood & Co.), Kipps and his crew, the Jacobs crew, Norrie White, Holly Munro, probs some others that I'm missing","this is like if you were to mash up the graceling and xmen universes, more or less, boarding school/state funded home, No ghosts AU, Alternate Universe - Superheroes/Superpowers","Within the last week Lockwood made the biggest mistake of his life, lost everything, and now is being moved to a DEPRAC state home -- a secure facility for highly dangerous Talented youth. There's no possible way things could get worse but, with an accidental friendship formed with a girl who lives in the attic, there's a tiny glimmer of hope that they could, possibly, get better.",Teen And Up Audiences,not a series,1,4,incomplete,2023-06-16,60,60,multichapter(updating),2023-06-15,2023-02-27,1,108,109,active,1,10,5,"2,756",368,82,33.0,7.0
https://archiveofourown.org/works/46545298,My Little Secret,ScienceFantasy93,2023-04-16,2023-06-06,10/18,English,"45,915",357,373,35,"9,043",Creator Chose Not To Use Archive Warnings,"Lucy Carlyle/Anthony Lockwood, background Holly Munro/Norrie White","Lucy Carlyle, Anthony Lockwood, Holly Munro, Norrie White","Porn Without Plot, Sort of enemies with benefits, sort of not, This is another one where Lucy and Norrie are freelance agents, Lucy pretends she hates Lockwood, But really they're fucking in secret, sex on a desk, dirty talking, Masturbation, minor cum play, Lockwood is just a cum slut, AU, Oral Fixation, Lockwood is filthy, Inappropriate uses of a family heirloom, Semi-Public Sex, Lockwood is no longer the only cum slut, Cock Warming, Mild BDSM themes to come","Lucy likes to pretend that she hates Anthony Lockwood.But really, she can't get enough of him.",Explicit,not a series,10,18,incomplete,2023-06-16,61,10,multichapter(updating),2023-06-15,2023-01-31,1,135,136,active,2,4,19,"45,915","8,512",347,369.0,35.0
https://archiveofourown.org/works/46575103,will i stay numb or regain love?,Fandomscraziness22,2023-04-18,2023-04-18,1/1,English,"1,383",96,11,6,527,No Archive Warnings Apply,"Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood, Lucy Carlyle/Anthony Lockwood","Anthony Lockwood, Lucy Carlyle","Angst, Emotional Hurt/Comfort, just some slight self projection, because apparantly i need to write more of that, lockwood having an off day, Slight Disassociation, but not really, No Beta We Die Like Lockwood's Parents","Maybe that’s why he’s not expecting the lethargy, the way nothing seems to hold his attention for long, the thoughts that drag him into the mental stupor that used to be the norm before his friends moved into his house (and into his heart). He wasn’t expecting it, so it creeps over him with startling speed.And yet, he doesn't want to pull himself out. Lockwood lets it sink in, settle into his very bones and the creases of his mind. He slouches in his chair in the living room, eyes blurring as he stares into the fire.",General Audiences,not a series,1,1,completed,2023-06-16,59,59,oneshot,2023-05-03,2023-02-18,44,74,118,active,2,2,8,"1,383",521,92,11.0,6.0
https://archiveofourown.org/works/46493629,hug all your friends and let them know,agents_cxrter,2023-04-14,2023-05-11,3/3,English,"6,502",309,44,45,"2,180",No Archive Warnings Apply,"Lucy Carlyle/Anthony Lockwood, George Cubbins | George Karim/Anthony Lockwood, Lucy Carlyle/George Cubbins | George Karim, Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood","Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood","Getting Together, lockwood puts his foot in it, georcy get their shit together first, but don't worry lockwood isn't too far behind, let george say fuck","Contrary to popular opinion, Lucy realises she’s in love with both boys on the same day.She feels the tug in her gut, a pleasant twist as Lockwood bandages her sliced arm, cradling her hand with delicate fingers as he murmurs soft apologies.Then she feels it again, less than an hour later, when George triumphantly takes Bobby Vernon – and by extension, the rest of Kipps’ team – down several pegs.Oh, she thinks, looking from Lockwood’s wolfish grin to George’s proud beam. Oh dear. or; Lucy is observant, Lockwood is over-protective and George gets snogged in the Archive stacks.",Teen And Up Audiences,not a series,3,3,completed,2023-06-16,63,36,multichapter(complete),2023-06-11,2023-02-07,5,124,129,active,4,3,5,"6,502","2,108",299,43.0,43.0
https://archiveofourown.org/works/46586020,All Out of Hurt,on_a_cold_neon_night,2023-04-18,2023-04-18,1/1,English,"1,005",30,11,4,272,Creator Chose Not To Use Archive Warnings,"Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood, Lucy Carlyle & Quill Kipps, Anthony Lockwood & Quill Kipps, Quill Kipps & Everyone, Lucy Carlyle & Anthony Lockwood","Quill Kipps, Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood, The Skull (Lockwood & Co.), Kat Godwin, Ned Shaw, Bobby Vernon","Angst, Hurt/Comfort, quill is basically a wet cat, No beta we die like Skull, Other Additional Tags to Be Added, Gunshot Wounds, Nightmares, Quill Kipps-Centric, Angst and Hurt/Comfort, Quill Kipps Being an Asshole, Lucy Carlyle & Quill Kipps Friendship, (eventually) - Freeform, Anthony Lockwood Being an Idiot, The Skull Being Annoying (Lockwood & Co.), Inspired by Fanfiction, forgotten the names but lmk if anyone figures it out",Lockwood & Co are enjoying a night off when they get a backup call from none other than Kipp's team.orQuill gets shot.[title from the Dismemberment Song],General Audiences,not a series,1,1,completed,2023-06-16,59,59,oneshot,2023-04-18,2023-04-18,59,0,59,active,5,8,16,"1,005",260,28,6.0,4.0
https://archiveofourown.org/works/46608505,Just Another Normal Day...Right?,Meguran,2023-04-19,2023-04-22,7/7,English,"7,221",120,69,7,"1,877",Creator Chose Not To Use Archive Warnings,Lucy Carlyle/Anthony Lockwood,"Anthony Lockwood, Lucy Carlyle","Masturbation in Shower, New to this please forgive me, Eventual Smut, Pining, Sexual Tension",Lockwood takes a shower and the water isn't the only thing that gets heated.,Explicit,not a series,7,7,completed,2023-06-16,58,55,multichapter(complete),2023-06-16,2023-04-19,0,58,58,active,1,2,5,"7,221","1,826",119,69.0,6.0
https://archiveofourown.org/works/46514785,Tout Doucement,MagicPeach,2023-04-15,2023-04-15,1/1,English,918,205,42,15,"1,324",No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood","Domestic Fluff, Tooth-Rotting Fluff, Romantic Fluff, Just all the fluff, Domestic Bliss, Romantic Comedy, Short & Sweet, Future Fic","Tooth rotting domestic fluff of Lockwood and Lucy in the future. He’s a sneaky little shit, but Lucy loves him anyways.~*~She thought he’d been asleep, his eyes closed and the even rise and fall of his chest making her believe it would be safe if she’d left him. It’d only been for a moment, only a quick visit to the toilet. But she should’ve known better.The cunning shit.",Teen And Up Audiences,not a series,1,1,completed,2023-06-16,62,62,oneshot,2023-06-16,2023-03-17,0,91,91,active,1,2,8,918,"1,303",202,42.0,14.0
https://archiveofourown.org/works/46588315,The family you choose,Saccharomyces_97,2023-04-18,2023-04-20,2/?,English,"6,776",75,27,10,692,Graphic Depictions Of Violence,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood, Original Child Character(s), George Cubbins | George Karim, Holly Munro, Quill Kipps, Mary Carlyle","Established Relationship, Found Family, Future Fic, Aged-Up Character(s), Takes place 5 years after the book canon, Shouldn't contain too many spoilers, Implied/Referenced Child Abuse, Protective Anthony Lockwood, Protective Lucy Carlyle, POV Alternating, Past Child Death, Child Neglect","When Lucy gets a letter from her estranged sister begging her to come back North to help with a ghostly problem, she doesn’t expect to meet a girl whose Talent is so similar to hers.Sadly, their stories are also very much alike: Unloved, exploited for their Talent, forced to become agents against their will way too young.But this time, Lucy won’t have it. She is not going to let another girl get traumatized in this town. She is going to protect this kid, even if she has to steal the child.____________________________or: the accidental child acquisition story no one asked for",Teen And Up Audiences,not a series,2,?,incomplete,2023-06-16,59,57,multichapter(updating),2023-06-12,2023-04-07,4,66,70,active,1,7,12,"6,776",685,74,25.0,9.0
https://archiveofourown.org/works/46612264,Heat Waves,annalise_xoxo,2023-04-19,2023-04-19,1/1,English,"2,217",76,18,4,714,No Archive Warnings Apply,Lucy Carlyle/Anthony Lockwood,"Lucy Carlyle, Anthony Lockwood","Locklyle, dirty sweaty bodies, Chaos Discord Monthly Prompts, Fluff and very light angst, very tame intimacy, idk how to do tags!, My First Fanfic, Not Beta Read, april prompt","Lockwood and Lucy do chores, job prep, and some silly rapier practice on an unbearably hot day.",Teen And Up Audiences,not a series,1,1,completed,2023-06-16,58,58,oneshot,2023-05-22,2023-04-19,25,33,58,active,1,2,9,"2,217",701,75,15.0,4.0
