link,title,author,published,updatedate,chapters,language,words,kudos,comments,bookmarks,hits,warning,relationship,characters,tags,summary,rating,series,currentdate,datediff_pub,datediff,chapter,chapter_max,completion,classification,lastauthorupdate,firstauthorupdate,author_lastupdate_diff,daysactive,daysincefirtupload,author_activity,num_relationship,num_characters,num_tags,prev_words
https://archiveofourown.org/works/45324013,Burnt Toast,flythesail,2/25/2023,2/25/2023,1-Jan,English,"2,710",362,38,39,"2,482",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood","One Shot, Episode 6 Adjacent, Spontaneous kiss to get out of a situation, a classic!","Lockwood said nothing in reply, his head tilted to the side as he listened.The doors closed. They were alone.Then why… Footsteps.Lucy grabbed the front of Lockwood's shirt. Pulling him down to her, she pressed her mouth to his.--Lucy and Lockwood shouldn't be in the Black Library.",Teen And Up Audiences,not a series,5/25/2023,89,89,1,1,completed,oneshot,4/8/2023,2/23/2023,47,44,91,active,1,2,4,"2,710"
https://archiveofourown.org/works/45318481,I’ve got a Spark in Me,juicy_watermelonnnnnn,2/25/2023,2/25/2023,1-Jan,English,497,22,2,2,579,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Norrie White, Jacobs & co, Quill Kipps","Found Family, Locklyle, First Kiss, Alternate Universe - Magic, Slow Burn, Love at First Sight, Romance, Fantasy, Paranormal, Ghosts, Not Safe for Pandas",,Teen And Up Audiences,not a series,5/25/2023,89,89,1,1,completed,oneshot,3/4/2023,2/21/2023,82,11,93,inactive,1,6,11,497
https://archiveofourown.org/works/45317137,No one in this world except us,Nulop,2/25/2023,2/25/2023,1-Jan,English,"1,752",69,3,2,"1,470",Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,,"Fluff, Drabble, Friendship, Denial of Feelings, First Kiss, POV First Person, Romance, Humor, Fluff and Humor, Romantic Fluff, Mocking, Locklyle, Dorks in Love, Love Confessions","I think you owe me a dare. Or: Lockwood and Lucy play chess for a wish, which leads to interesting conversations, stolen glances and something more.",Teen And Up Audiences,not a series,5/25/2023,89,89,1,1,completed,oneshot,2/25/2023,2/25/2023,89,0,89,inactive,1,0,14,"1,752"
https://archiveofourown.org/works/45313963,i’ve never seen someone lit from within (blurring out my periphery),youareiron_andyouarestrong,2/25/2023,2/25/2023,1-Jan,English,"2,338",296,28,40,"1,548",Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","First Meetings, different POV, Interviews, The Mortifying Ordeal of Being Known; etc., Lockwood is a Showoff","To be clear, it’s George’s idea from the start.“We need someone else,” he says, as he and Lockwood stagger home in the cold, gray dawn. “Another agent. Someone who's better at Listening than you or me, because this is the third time we nearly got out in one piece, because you can’t Listen and I’m shit at it.”Lockwood would probably feel more amenable to this suggestion if his best coat didn’t smell of burnt salt and iron, not to mention if every salt bomb and his rapier didn’t feel like it weighs fifty kilos, each. “Weren’t you just saying we needed to start out slow? We’ve only been open for three months. And besides,” he adds, “who can we get? The other agencies won’t work with us, because we don’t have a supervisor,” he spits out the last word like it’s a curse.“I’m not spending another night nearly getting ghost touched because we’re hamstrung by our limitations,” says George, flatly unimpressed by him, as always. “We need someone else. Put an advertisement in the Times if you won’t work with the agencies.”*The Interview, from Lockwood's POV, and the leading up to it.",Teen And Up Audiences,not a series,5/25/2023,89,89,1,1,completed,oneshot,2/25/2023,2/25/2023,89,0,89,inactive,1,3,5,"2,338"
https://archiveofourown.org/works/45312091,negative space,faefires,2/25/2023,2/25/2023,1-Jan,English,"1,463",155,13,16,"1,109",Creator Chose Not To Use Archive Warnings,Mature,"Anthony Lockwood, Inspector Barnes, Montagu Barnes","Suicide Attempt, Pre-Canon, Hurt Anthony Lockwood, Anthony Lockwood Needs a Hug, Anthony Lockwood has a death wish, POV Anthony Lockwood, Inspector Barnes is not the asshole, References to Depression, Suicidal Thoughts, Nobody understands him like I do fr, DEPRAC, Angst, Hurt No Comfort, One Shot","a suicide mission of a job at a poltergeist infestation goes wrong, and lockwood finds himself at DEPRAC. barnes is certain lockwood had other motivations, or rather, exactly the motivations that were on the tin.",Mature,Part 1 of negative spaces,5/25/2023,89,89,1,1,completed,oneshot,3/3/2023,2/25/2023,83,6,89,inactive,1,3,14,"1,463"
https://archiveofourown.org/works/45305773,"I Need to Purge my Urges, Shame, Shame, Shame I Need an Alibi to Justify, Somebody to Blame",Bee_pog,2/25/2023,2/25/2023,1-Jan,English,"1,609",68,3,9,736,No Archive Warnings Apply,General Audiences,"George Cubbins | George Karim, Anthony Lockwood, Lucy Carlyle","Hurt George Cubbins | George Karim, Hurt/Comfort, Trans George Cubbins | George Karim, Light Angst, Angst with a Happy Ending, Protective Lucy Carlyle, Protective Anthony Lockwood, 35 Portland Row | Lockwood & Co. Headquarters, Autistic George Cubbins | George Karim, Emotional Hurt/Comfort, Past Abuse, No Beta We Die Like Lockwood's Parents, George Cubbins | George Karim Needs a Hug, Lucy wants to fight George's parents, Maybe she'll get to","""Look, I'm sorry George, I know you don't want to talk about her but-""""What?"" George interrupted.""I know you probably don't want to talk about your mum.""""My mum? Lockwood that's not..."" He paused, ""Oh my god, so you don't know!""",General Audiences,Part 6 of Lockwood & Co,5/25/2023,89,89,1,1,completed,oneshot,4/13/2023,2/8/2023,42,64,106,active,1,3,15,"1,609"
https://archiveofourown.org/works/45289729,"Everybody talks, everybody talks",readytofangirl,2/24/2023,5/20/2023,7-Jun,English,"15,821",643,161,93,"8,126",Creator Chose Not To Use Archive WarningsNo Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Montagu Barnes, Flo Bones, The Skull (Lockwood & Co.), Quill Kipps, Kat Godwin, Bobby Vernon, Arif (Lockwood & Co.), Minor Characters","Idiots in Love, Oblivious, Mutual Pining, Jealous Lucy, Jealous Lockwood, Frustrated George, dad!Barnes, i love them your honour, Found Family, 5+1 Things, Locklyle, everyone ships it, Domestic Fluff, Minor Flo Bones/George Cubbins | George Karim, Minor Kat Godwin/Bobby Vernon, No beta we die like Lockwood’s self-control, title from the neon trees song, a shit ton of fluff with a side of angst, slightly unhinged behaviour",It is a widely known fact that Anthony Lockwood was a damn good seer. A truth that is awfully ironic since Anthony Lockwood was also incredibly blind.~~~5 times someone notices Locklyle are in love + 1 time someone (*cough* George) calls them out on it,Teen And Up Audiences,Part 1 of something so precious about this (locklyle),5/25/2023,90,5,6,7,incomplete,multichapter(updating),5/20/2023,2/24/2023,5,85,90,active,1,11,19,"9,647"
https://archiveofourown.org/works/45299590,Visitors,melimarron,2/24/2023,3/23/2023,3-Feb,English,"8,947",57,18,5,579,No Archive Warnings Apply,General Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps, The Skull (Lockwood & Co.)","all the characters times two! (except for holly rip holly), i’m not killing holly she just hasn’t appeared in the show yet :(, this is just TV lockwood and co meeting TCS lockwood and co, Spoilers for Lockwood and Co. books, Spoilers for Lockwood and Co. (TV), Crossover, Spoilers for The Creeping Shadow","The bone glass WAS a window- but not to the Other Side. The members of Lockwood and Co. find themselves in a familiar mausoleum- with some familiar faces looking at them.Or, Books!Lockwood and Co., just after the end of The Creeping Shadow, get caught up in a haunting gone horribly wrong. Meanwhile, TV!Lockwood and Co. have just smashed the bone glass. The two events collide, and two universes come together.(There WILL be spoilers for the books up through book 4! The show only covers books 1 and 2! This fic spoils the Big Plot Twists of books 3 and 4, so if you’re going to read this, PLEASE keep that in mind!)",General Audiences,not a series,5/25/2023,90,63,2,3,incomplete,multichapter(dormant),4/7/2023,2/18/2023,48,48,96,active,1,6,7,"8,947"
https://archiveofourown.org/works/45301822,can the killer in me tame the fire in you?,cirilla0fcintra,2/24/2023,2/24/2023,1-Jan,English,"2,779",345,26,47,"2,451",Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood","Emotional Hurt/Comfort, POV Anthony Lockwood, Panic Attacks, Sharing a Bed, Sharing Clothes, Texting, Cuddling & Snuggling, Anthony Lockwood's Pink Socks, Emotionally Repressed, lockwood is the little spoon, I DONT MAKE THE RULES, lucy carlyle is a phoebe bridgers girlie, so is lockwood, Love Confessions, Morning Kisses, Sleepy Kisses","'Letting her in will only make it worse, make it harder for him to let her go when inevitably the time comes; because whether he fails to protect her on a job, or he pushes her so far away that he loses his grip on her and she never comes back- it will happen. He’s Anthony Lockwood. He can’t hold onto anyone.'or/ lockwood is struggling. he learns how to let lucy in.",Teen And Up Audiences,not a series,5/25/2023,90,90,1,1,completed,oneshot,2/24/2023,2/24/2023,90,0,90,inactive,1,2,16,"2,779"
https://archiveofourown.org/works/45270820,Reunion,Mirroringdust (MirroringDust),2/23/2023,4/30/2023,3-Mar,English,"3,609",84,9,9,"1,273",No Archive Warnings Apply,General Audiences,"Anthony Lockwood, Lucy Carlyle","Reunion, adult Anthony lockwood, adult Lucy Carlyle, POV Lucy Carlyle, POV Anthony Lockwood, Romance, Locklyle, post books, First Meetings, First meeting locklyle, Locklyle without talents, Lockwood and co epilogue, Happy Ending, First Meeting, Lockwood and co AU, No Angst, romantic","After their last adventure and some time together. Lucy and Lockwood's ways parted. Now after two years they meet again. How will they each react seeing their now older selves?This starts with Lucy's POV and will then go on with Lockwood's probably covering about three chapters in full. This is also set after the novels but since I don't remember the ending of the last novel (I'm still rereading) it is rather based on my imagination of how everything continued after the books ended (so it should be considered AU and it shouldn't contain spoiler for The empty Grave).+++Lucy knew she would meet him soon, she just wasn’t that sure what to expect. It had been such a long time, almost two years since she had seen this person. And so much had happened since then. They were both adults now, they both had lost their talents. Lucy walked slowly through the empty streets of London lined by lanterns that had just lost their light. The sun was only just rising but they wanted to meet as early as possible. The benches that lined the path wandered past before her eyes. There were hardly any people on the streets yet.",General Audiences,not a series,5/25/2023,91,25,3,3,completed,multichapter(complete),5/20/2023,2/4/2023,5,105,110,active,1,2,17,"3,609"
https://archiveofourown.org/works/45262813,When the Lights Go Out (And Leave You Standing in the Dark),WaitingForMyHogwartsLetter,2/23/2023,3/8/2023,6-Jun,English,"14,017",508,91,53,"6,181",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","NOT EXPLICITLY ROMANTIC, just soft, hence why the / and & tags, they're just sleep deprived and have trauma, Author Is Sleep Deprived, Lucy Carlyle needs a hug, Anthony Lockwood Needs a Hug, More tags to be added, Hot Chocolate, Mixture of Book and TV Canon, Minor Spoilers for TV and early books, Mentions of Panic Attacks (loosely), POV Third Person Limited, POV Alternating, Author Likes BANNERS (the music artist)","5 times Locklyle couldn't sleep and 1 time they could.Featuring 2AM chats, soft ""platonic"" hand-holding, and enough internal dialogue to count as oversharing.Title from ""Got It In You"" by BANNERS",Teen And Up Audiences,not a series,5/25/2023,91,78,6,6,completed,multichapter(complete),5/24/2023,2/23/2023,1,90,91,active,1,3,15,"14,017"
https://archiveofourown.org/works/45267952,LOCKLYLE SHORTS :,fictophilegirl,2/23/2023,3/4/2023,2/?,English,"5,471",33,4,3,"1,075",Creator Chose Not To Use Archive Warnings,Mature,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","Swearing, Mutual Pining, Angst and Hurt/Comfort, True Love's Kiss, Declarations Of Love, Mild Sexual Content","hey l&c fandom.  This is my very first post on ao3 and I seriously don't have much experience of writing fanfictions but Lockyle literally changed the trajectory of my life and I just can't stop scribbling about them now. So , here's the first chapter of locklyle short . Basically I am writing shorts based on no timeline or books , these are just random scenes that I imagine in my head , so don't expect refrences from book or show  although you will find storylines similar . I don't know how many chapters I am gonna write but I will try to write more. Forgive me for my grammatical errors and let not that affect you to enjoy the story. I hope y'all will have fun reading it <3 ❤️✨I DON'T OWN ANY OF THE CHARACTERS OBVIOUSLY , they belong to the brilliant, genius Jonathan Stroud.( Check the end of the chapter for more notes on particular chapters)",Mature,Part 1 of Lockwood and Co (Mostly Locklyle),5/25/2023,91,82,2,?,incomplete,multichapter(dormant),3/4/2023,2/23/2023,82,9,91,inactive,1,3,6,"5,471"
https://archiveofourown.org/works/45276019,"I Found A Fox, Caught By Dogs",ghostlin,2/23/2023,2/26/2023,2-Feb,English,"9,449",426,70,66,"3,402",Creator Chose Not To Use Archive Warnings,Not Rated,"Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood","Polyamory, Light Dom/sub, Slice of Life, Praise Kink, Kissing, Finger Sucking, Power Dynamics, Touch-Starved Lockwood","“Guess that depends,” she says softly.“On?”The question comes from the man of the hour. He says it under his breath. It’s barely audible; a lifetime away from his usual smooth, commanding baritone.Lucy’s blood rushes in her ears. “How good you can be.”",Not Rated,not a series,5/25/2023,91,88,2,2,completed,multichapter(complete),4/1/2023,2/23/2023,54,37,91,active,1,3,8,"9,449"
https://archiveofourown.org/works/45261820,The Source,WildWren,2/23/2023,2/25/2023,10-Feb,English,"3,936",30,14,6,435,No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Holly Munro, Anthony Lockwood, George Cubbins | George Karim","Fake Relationship, Jealousy, Angst, Lesbian Holly, Bisexual Lucy, Idiot Lockwood, Swearing, eventual OT3, but with Lucy being the point of the triangle, Both Lucy/Holly and Lucy/Lockwood are endgame, Polyamory, Book Spoilers","A Holly/Lucy and Lucy/Lockwood fake-dating poly AU.One night in The Old Sun Inn, Lucy and Holly each reveal something to the other. Lucy reveals that she once worried Holly and Lockwood were interested in each other. Holly reveals that she's never been interested in Lockwood, or in fact, any boys at all. Before long, Holly Munro, an accomplished and dedicated Problem Solver, has found a solution for Lucy's specific Lockwood-shaped ailment: to make him jealous instead.  Assess the situation, draw out the ghost, contain the source. Only problem is: there's more than one source in this house.***SPOILERS FOR BOOKS 3-5***",Teen And Up Audiences,not a series,5/25/2023,91,89,2,10,incomplete,multichapter(dormant),3/11/2023,2/23/2023,75,16,91,inactive,1,4,12,"3,936"
https://archiveofourown.org/works/45269485,"we three (my echo, my shadow, and me)",jhyxn,2/23/2023,2/23/2023,1-Jan,English,944,138,12,14,"1,197",No Archive Warnings Apply,General Audiences,"Anthony Lockwood, Lucy Carlyle, Quill Kipps","POV Second Person, Angst, Character Study, Jealousy, lockwood's train of thought in ep5 when he sees kipps talking to lucy, Insecurity, Canon Compliant, Pre-Relationship","You wonder how long it’ll take before she leaves you bereft, before she leaves you a man forever thirsty for a feeling she gave you once but has now taken away.(alternatively: Lockwood ponders on Lucy leaving when he sees her conversation with Kipps.)",General Audiences,not a series,5/25/2023,91,91,1,1,completed,oneshot,3/22/2023,2/8/2023,64,42,106,inactive,1,3,8,944
https://archiveofourown.org/works/45268174,The Wonder of Sleep,WeirdoWithWifi,2/23/2023,2/23/2023,1-Jan,English,"2,957",288,18,30,"2,193",Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Fluff, Funny, lockwood gets a nap, even if he doesn't want one, lockwood is little spoon, lockwood is touch starved honestly, lucy is the real boss of lockwood and co, lucy learns about the benefits of sleep and runs with it, Fluff and Crack, im funny i swear, I Wrote This Instead of Sleeping, which is ironic given the topic of this fic",Lucy Carlyle wakes up after her fourteen hour coma thanks to the skull in the basement and realises a lot of their problems would be solved if they were just less sleep deprived. So this is the story of how Lucy Carlyle created mandatory nap times in 35 Portland Row,Teen And Up Audiences,Part 3 of Discord Dares,5/25/2023,91,91,1,1,completed,oneshot,2/23/2023,2/5/2023,91,18,109,inactive,1,3,12,"2,957"
https://archiveofourown.org/works/45261127,Law of Physics,flythesail,2/23/2023,2/23/2023,1-Jan,English,"2,009",445,35,41,"2,659",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Missing scene between episodes 3 and 4, One Shot, Lucy and Lockwood are obvious and George has eyes, Found Family Vibes","""Luce, please,"" he said more softly.George didn't know Lockwood as someone to be scared. Lockwood was an act-first, think-amid-the-action sort of guy. He didn't bother with possibilities. He acted on actualities.But within the split-second Lockwood glanced at George, the look on his face was unmistakable for anything else.--Lockwood and George find Lucy unconscious in the basement.",Teen And Up Audiences,not a series,5/25/2023,91,91,1,1,completed,oneshot,4/8/2023,2/23/2023,47,44,91,active,1,3,4,"2,009"
https://archiveofourown.org/works/45261043,Stew in Bed,13atoms (2Atoms),2/23/2023,2/23/2023,1-Jan,English,"2,379",362,8,37,"2,159",No Archive Warnings Apply,General Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Fluff, Hurt / Comfort, Pre-relationship Locklyle, After-mission recovery, Food mention, Brief Alcohol Mention, mild injury talk, Making up the lore as I go along., Phobias/Traumatic memories implied but not explicitly stated","A mission leaves Lucy panicking long after the visitors have left, bolting to her room and staying there. It’s up to Lockwood to figure out why.",General Audiences,not a series,5/25/2023,91,91,1,1,completed,oneshot,5/20/2023,2/23/2023,5,86,91,active,1,3,9,"2,379"
https://archiveofourown.org/works/45260854,like real people do,mssersmoony,2/23/2023,2/23/2023,6-Jan,English,"2,044",186,6,27,"1,854",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, The Skull (Lockwood & Co.), Quill Kipps, Montagu Barnes, Flo Bones","Fluff and Angst, THEYRE SO CUTE, 5+1 Things, idk how to tag",5 times Lockwood said he loved Lucy without words and one time he used the words.,Teen And Up Audiences,not a series,5/25/2023,91,91,1,6,incomplete,multichapter(dormant),2/28/2023,2/23/2023,86,5,91,inactive,1,7,4,"2,044"
https://archiveofourown.org/works/45236776,Bent to Your Wind,like_an_old_friend,2/22/2023,3/5/2023,5-May,English,"8,292",304,32,40,"5,595",No Archive Warnings Apply,Explicit,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Locklyle, Hurt/Comfort, Ghosts, Mutual Pining, Dumb Teen Boys, people learn how to communicate, Snogging, First Time, Rating updated, For reasons, Angst and Fluff and Smut","Swiping a piece of hair out of her eyes and straightening to her full height, Lucy forces herself to be brave. He is stashing his rapier more painstakingly than she has ever seen him do before, so she clears her throat until he turns around to face her. “Well? Aren’t we going to talk about it?”“About what?” His voice is low, gentle.Flames of anger flare behind Lucy’s temples. “You know very well what.”",Explicit,not a series,5/25/2023,92,81,5,5,completed,multichapter(complete),3/5/2023,2/22/2023,81,11,92,inactive,1,3,11,"8,292"
https://archiveofourown.org/works/45259045,No Rest for the Wicked,FlyingNunLord,2/22/2023,2/22/2023,2/?,English,"8,518",32,9,2,498,Graphic Depictions Of Violence,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps, Flo Bones",,"Lockwood and Co have finally recovered from taking on the Fittes Institute and are itching to get back into the field. From the way Barnes has it figured, now that they know how it started Britain is soon to be rid of the Problem once and for all, but really, when has Barnes ever been right about anything? With Skull still out of action and a resurgence of the meanest Type Twos, and lets not forget an unknown number of spirit gates still knocking about, Lockwood and Co have got their work cut out for them. Luckily they've never been one to shy away from a challenge, a trait that this time could lead to them biting off a bit more than they can chew.*Picking up from where The Empty Grave left off*Spoilers for the TV show if you haven't read the books!",Teen And Up Audiences,not a series,5/25/2023,92,92,2,?,incomplete,multichapter(dormant),2/22/2023,2/22/2023,92,0,92,inactive,1,6,0,"8,518"
https://archiveofourown.org/works/45257080,Life is worth living with you,purplehippo316,2/22/2023,2/22/2023,1-Jan,English,"1,341",223,4,25,"1,732",No Archive Warnings Apply,General Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Cuddling & Snuggling, Sleepy Cuddles, Forehead Kisses, Hugs, Depression, Ghosts, Love, Fluff","As Lockwood came to consciousness, he knew immediately it was going to be one of those days. The days where exhaustion weighed heavy in his bones and life didn’t really feel like living.Lockwood wakes up feeling a little depressed and Lucy make everything better.",General Audiences,not a series,5/25/2023,92,92,1,1,completed,oneshot,2/22/2023,12/8/2021,92,441,533,inactive,1,3,8,"1,341"
https://archiveofourown.org/works/45256444,House of Spirits,W_Illegia,2/22/2023,2/22/2023,2-Jan,English,"2,754",45,2,9,249,No Archive Warnings Apply,General Audiences,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim, Jessica Lockwood","Spoilers for Book 3 & 4, Spoilers for TV Series, Takes place between Hollow Boy and Creeping Shadow, Lockwood's Past, Jessica's Room, Past Character Death, Angst and Feels, Other Additional Tags to Be Added, Weird blend of the books & show, you can fit so much trauma inside this teen boy",Spoilers for the books & tv show!Lockwood finds a visitor in Jessica’s room. The team investigates.,General Audiences,not a series,5/25/2023,92,92,1,2,incomplete,multichapter(dormant),2/22/2023,2/8/2023,92,14,106,inactive,1,4,10,"2,754"
https://archiveofourown.org/works/45253828,The Sapphire necklace,Stars_that_fall,2/22/2023,2/22/2023,8-Mar,English,"4,133",50,3,4,"1,034",No Archive Warnings Apply,Teen And Up Audiences,"The Skull (Lockwood & Co.), Anthony Lockwood, Lucy Carlyle, Quill Kipps","Friends to Lovers, Slow Burn, Happy Ending",Follows directly on from TEG.I am taking the liberty of using Netflix George and Flo.Basically giving these kids the happy ending they deserve after reading all the books in two days!.First chapter can be read as a standalone.,Teen And Up Audiences,not a series,5/25/2023,92,92,3,8,incomplete,multichapter(dormant),3/16/2023,2/16/2023,70,28,98,inactive,1,4,3,"4,133"
https://archiveofourown.org/works/45247666,everyone in the world knows (but us),JustWriteIt13,2/22/2023,2/22/2023,1-Jan,English,"2,570",338,17,24,"3,380",Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Mistaken for Being in a Relationship, Humor, Attempt at Humor, 5+1 Things, POV Lucy Carlyle, Slightly jealous Lucy, Locklyle, moodboard",5 times Lucy and Lockwood were mistaken for a couple (+1 Time they actually are).,Teen And Up Audiences,Part 1 of Locklyle 5+1,5/25/2023,92,92,1,1,completed,oneshot,4/17/2023,2/15/2023,38,61,99,active,1,3,8,"2,570"
https://archiveofourown.org/works/45257482,isn’t the moon beautiful tonight?,lilrowantree,2/22/2023,2/22/2023,6-Jan,English,"2,268",55,7,4,618,No Archive Warnings Apply,General Audiences,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","Hurt/Comfort, Angst, dark themes, Author regrets nothing, i cried whilst making this, Found Family, lucy needs a hug, Anthony Lockwood Needs a Hug, I like making my readers cry, who needs a happy ending, Nightmares, nightmares but no comfort",What if Lucy and Lockwood’s meeting during The Creeping Shadow hadn’t been the first time they’d seen each other during the four months?AU? Rewrite? Set after The Hollow Boy and afterwards. Somewhat cannon complacent.,General Audiences,not a series,5/25/2023,92,92,1,6,incomplete,multichapter(dormant),5/25/2023,2/18/2023,0,96,96,active,1,3,12,"2,268"
https://archiveofourown.org/works/45238795,you're my purple candy high,jellie_bean,2/22/2023,2/22/2023,1-Jan,English,"3,980",505,35,66,"3,753",Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim, Quill Kipps","Jealousy, Jealous!Anthony, Idiots in Love, Banter, kipps and lucy become friends, why is lockwood like this, Miscommunication, Mutual Pining, Self-Denial, Not Canon Compliant","Lucy hadn’t really planned it.She had never intended to take Quill Kipps up on his offer for coffee.Yet, after running into him while reading one of her favorite novels tucked away in a cozy, little coffee shop that she had discovered on her day off, their last conversation on the stairs following the Bone Glass case replaying through her mind, small-talk seemed to naturally develop between the two of them.++or lockwood finds out what lucy's been up to on her day off and definitely has feelings about it.",Teen And Up Audiences,not a series,5/25/2023,92,92,1,1,completed,oneshot,3/5/2023,2/5/2023,81,28,109,inactive,1,4,10,"3,980"
https://archiveofourown.org/works/45228928,Your lips my lips apocalypse..,Whyisitspicyyy,2/21/2023,3/18/2023,4/?,English,"4,841",98,18,8,"4,414",Creator Chose Not To Use Archive Warnings,Explicit,"Lucy Carlyle, Anthony Lockwood, The Skull (Lockwood & Co.), Quill Kipps, George Cubbins | George Karim","Embarrassment, Accidental Erection, Injury, shower, Mutual Pining, lockwood is hot, walked in on, Caught in the Act, Eventual Smut, The Skull is a Little Shit (Lockwood & Co.), Angry Sex, Swearing, Dick Jokes",Lucy’s horny and so is Lockwood. But both of them are idiots. Also extremely hormonal teenagers.,Explicit,not a series,5/25/2023,93,68,4,?,incomplete,multichapter(dormant),3/18/2023,2/21/2023,68,25,93,inactive,1,5,13,"4,841"
https://archiveofourown.org/works/45232369,kissing between bookshelves - george karim x reader,starstrings,2/21/2023,3/10/2023,3-Feb,English,"3,950",109,3,4,"1,585",No Archive Warnings Apply,Teen And Up Audiences,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim, Bobby Vernon","Romance, Fluff, Kissing, x Reader, no y/n bahaha, george karim x reader, Tumblr Prompt, he is very Awkward, Mutual Pining, Requited Unrequited Love, Confession, First Kiss, author is so so tired, curled up in the corner hyperventilating","synopsis: reader and george have been close friends for a while, and they've recently become co-workers at lockwood & co as archivists. george is very awkward and never talks about he feels, but his actions show otherwise... flirty banter and confession ensues :0",Teen And Up Audiences,not a series,5/25/2023,93,76,2,3,incomplete,multichapter(dormant),3/10/2023,2/15/2023,76,23,99,inactive,1,4,14,"3,950"
https://archiveofourown.org/works/45234034,A Turn of Fate,IndecisiveScribbler,2/21/2023,2/28/2023,10-Feb,English,"7,515",156,39,27,"1,617",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps, Kat Godwin, Bobby Vernon, Ned Shaw","Alternate Universe - Canon Divergence, Fittes Lucy, Combines Book and Show as Inspiration, (no book spoilers outside of show), episodes 1-3, The Screaming Staircase, Slow Burn, (very slow burn), Mutual Pining, One-sided Enemies to Lovers, Anthony Lockwood Is A Simp, Depressed Anthony Lockwood","Lucy Carlyle has the worst luck.  After getting rejected from what seems like every agency in London, it honestly feels like the world is against her.  Fate strikes her with a second chance, though, and she is hired by Fittes as the newest member of Quill Kipps' team.  She's prepared to show just how powerful her Talent can be.Anthony Lockwood is having an absolutely terrible time finding a new agent.  He and George are struggling, and it doesn't help that Kipps keeps tearing cases away from them left and right.  Luckily, he has a plan that will solve both of his problems at once. An AU in which Lucy doesn't learn about Lockwood & Co. and gets hired by Fittes instead.",Teen And Up Audiences,not a series,5/25/2023,93,86,2,10,incomplete,multichapter(dormant),3/26/2023,5/13/2017,60,2143,2203,active,1,7,12,"7,515"
https://archiveofourown.org/works/45232993,I’ve got a Spark in Me,juicy_watermelonnnnnn,2/21/2023,2/25/2023,7-Jul,English,"3,866",43,12,5,"1,093",Creator Chose Not To Use Archive Warnings,Mature,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps","Love at First Sight, Alternate Universe - Magical Realism, Slow Burn, Romance, Fantasy, First Kiss, Found Family (Lockwood & Co)",Everyone has Magical Powers. This is an AU of Lockwood & Co.Lucy is powerful but has no control over her powers. Can Lockwood and George help her control her powers?,Mature,not a series,5/25/2023,93,89,7,7,completed,multichapter(complete),3/4/2023,2/21/2023,82,11,93,inactive,1,4,7,"3,866"
https://archiveofourown.org/works/45230689,eyes that only see colour,ahprodithe,2/21/2023,2/21/2023,1-Jan,English,"3,068",296,27,31,"1,556",No Archive Warnings Apply,General Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Fluff, Gift Giving, Cheek Kisses, Anthony Lockwood Notices Things",Lockwood notices Lucy likes to draw. He gives her a gift.,General Audiences,not a series,5/25/2023,93,93,1,1,completed,oneshot,2/21/2023,2/21/2023,93,0,93,inactive,1,3,4,"3,068"
