,fanfic_id,link,title,published,language,summary,warning,author_id
1416,45010003,https://archiveofourown.org/works/45010003,don't you stop 'til you know you're gone,2023-02-13,English,"“Good.” Quill could hear her smile. “I’m glad you’re looking out for her.”   “Yeah, well.” Quill swallowed. “Not as well as I could have been.”   Even Holly couldn’t argue with that.  Quill goes searching for Lucy and finds her somewhere all too predictable.",No Archive Warnings Apply,1305594
1417,45008902,https://archiveofourown.org/works/45008902,Lockwood & Co Cat AU,2023-02-13,English,A collection of oneshots and short stuff regarding my Lockwood & Co Cat AU | The Lockwood & Co Cat AU is an AU where everything is the exact same except Lucy impulsively brings home a cat one day and now they have a cat.,Creator Chose Not To Use Archive Warnings,16113762
1418,45008725,https://archiveofourown.org/works/45008725,A Flicker of Desperation and Yearning,2023-02-13,English,"“He glided his hand down her arm leaving goosebumps as his hand passed, he closed his hand over hers, tightening her grip. “Or in which Lucy and Lockwood are rapier training and Lockwood tries to help her forget all the thoughts surrounding her head.",No Archive Warnings Apply,9974364
1419,45006874,https://archiveofourown.org/works/45006874,More Than Myself,2023-02-13,English,"She was very cold.It’s all she could think about.How very, very cold she was.",No Archive Warnings Apply,5192171
1420,44982742,https://archiveofourown.org/works/44982742,"And If You Go, I Wanna Go With You",2023-02-13,English,"George felt his chest beginning to constrict at the blatant dismissal. He couldn't do this! He couldn't throw up. Not here. Not now. He was seriously beginning to panic, heat settling uncomfortably over his skin as his mouth filled with saliva.Fuck this.He turned on his heel and ran.--------or:George is sick while on a case but decides not to say anything.",No Archive Warnings Apply,8845861
1421,44994568,https://archiveofourown.org/works/44994568,Lucy in the Sky with Diamonds,2023-02-13,English,Lockwood needs his wisdom teeth out. Lucy takes care of him and anesthesia makes him chatty.Oh and George is ready to lock them in a closet if they don't get their act together.Locklyle fluff.,No Archive Warnings Apply,4046850
1422,44991853,https://archiveofourown.org/works/44991853,prove it.,2023-02-13,English,"“So,” Lucy said.“So,” George parroted.“The usual?”“The usual,” he agreed.",No Archive Warnings Apply,18368
1423,44984257,https://archiveofourown.org/works/44984257,just close enough to touch (but still not close enough),2023-02-13,English,"There she was, next to him, safe, her chest rising and falling in time with his. He drank the sight of her in for a second, his heart pounding painfully against his chest, every cell of his body screaming at him to move, to make sure she was okay, that he could be lost on the bed of the Thames and it wouldn't matter as long as she was safe.",No Archive Warnings Apply,5899888
1424,44963443,https://archiveofourown.org/works/44963443,Buried Within,2023-02-12,English,"Maisie's mother should have known better, buying a house on the cheap to renovate and live in, what with how things were with The Problem. A body in the wall means calling in a reputable Paranormal Agency, something they can't afford. Unless of course it's Lockwood & Co, or perhaps not, given some noticlbe peculiarities of the agency.",No Archive Warnings Apply,7735432
1425,44968729,https://archiveofourown.org/works/44968729,The dread of undying love,2023-02-12,English,"Lucy had been keeping a close eye on Lockwood for days. Something was off, but she couldn’t quite put her finger on it. Yet. He was quiet. And pale. Big dark circles under his eyes. She knew something was wrong, but he didn’t talk about it. Of course he didn’t.Will Lucy and George find out what's going on and be able to help their friend before it's too late?A Lockwood & Co whump story with lots of angst and pain but also friendship and some undeniable more-than-friends-tension between Lockwood and Lucy.",Graphic Depictions Of Violence,13277743
1426,44966590,https://archiveofourown.org/works/44966590,A memory from the past,2023-02-12,English,"While trying to solve the mystery of Annabelle's murder, Lucy encounters a strange ghost ready to help her. Who is this strange young woman and why is she not like the other ghosts?What's the secret behind her kindness and sad smile?",Creator Chose Not To Use Archive Warnings,14379555
1427,44966692,https://archiveofourown.org/works/44966692,Un souvenir du passé,2023-02-12,Français,"Alors qu'ils enquêtent sur le meurtre d'Annabelle, Lucy fait d'étranges rêves où apparait à chaque fois le fantôme d'une jeune femme. Elle dit pouvoir l'aider mais à quoi? Est-elle elle aussi une victime du meurtrier d'Annabelle? Où est-ce tout autre chose? Et plus étonnant encore, elle n'est pas revendicatrice, ni furieuse comme les autres fantômes. Elle est différente.Qui est-elle vraiment?",Creator Chose Not To Use Archive Warnings,14379555
1428,44981119,https://archiveofourown.org/works/44981119,Paper Roses,2023-02-12,English,"It’s almost Valentine’s Day, and 35 Portland Row is full of flowers and sweets (for Holly, obviously. Insert here Lucy rolling her eyes). Lucy and Lockwood found themselves talking about it in front of soapy dishes and warm water, at 4AM. And at the end of it all, everybody likes Valentine’s Day… Right?",No Archive Warnings Apply,12182980
1429,44973634,https://archiveofourown.org/works/44973634,I Drink My Coffee Light ('cuz I'm not fucking pretentious),2023-02-12,English,"Lucy and Skully head to a new coffee shop, Portland Row Café where she meets the very attractive barista, a guy by the name of Lockwood.Lockwood and George try a new place called Jacobs', and he just can't figure out why the barista looks so familiar.orLucy and Lockwood work at different coffee shops and they're oblivious.Title from QUATER LIFE CRISIS by Taylor Bickett",Creator Chose Not To Use Archive Warnings,13583521
1430,44967292,https://archiveofourown.org/works/44967292,the Infinite Vastness of Space,2023-02-12,English,"Lucy, George and Anthony are hurt and broken after the bone glass case, but Lockwood and Co desperately need a job to keep food on the table.",No Archive Warnings Apply,10566753
1431,44951869,https://archiveofourown.org/works/44951869,лавандовые сны,2023-02-11,Русский,"— Ах, какое зрелище. Ты должна изгонять призраков, а не спать с ними в обнимку, Люси, неужели ты не знала? Ты испорченная маленькая девчонка, которая сама забывает, ради чего сражается… — загробно понижается его голос. — Что сказали бы твои приятели, если бы увидели?",Creator Chose Not To Use Archive Warnings,15892299
1432,44953672,https://archiveofourown.org/works/44953672,Billions of Pieces of Everything,2023-02-11,English,"Contains Spoilers! Read at your own risk!After Lucy announces she's leaving Lockwood and Co., she and Lockwood have a chat over coffee. It doesn't go well.",No Archive Warnings Apply,11944609
1433,44948692,https://archiveofourown.org/works/44948692,Kiss Her You Fool,2023-02-11,English,Lockwood and Lucy get left alone with copious amounts of alcohol in their systems. Drunken shenanigans ensue.,No Archive Warnings Apply,10591479
1434,44947030,https://archiveofourown.org/works/44947030,let me be your normal,2023-02-11,English,"“Get out!” George suddenly snapped.Lucy and Lockwood blinked.“You heard me.” He pointed toward the opposite end of the corridor. “Both of you. Get out, fix your shit, and don’t come back in until you’re done.”",No Archive Warnings Apply,14745582
1435,44938747,https://archiveofourown.org/works/44938747,A Breakfast Malarkey,2023-02-11,English,"“What’s it saying about me now, Lucy?” Lockwood grumbles with a frown etched on his face, suspicious eyes trained on the Skull, head floating in its little jar and glowing a sickly green, with yellow eyes gleaming intelligently at them. “It was nothing.” Lucy says much too quickly, expression neutral but eyes wide and practising Bambi-like innocence. ORRead here for detailed instruction on 'How to bicker, 101?'",No Archive Warnings Apply,3799116
1436,44911999,https://archiveofourown.org/works/44911999,Lockwood & Co. - The Crying Corridor,2023-02-10,English,"As the dust settled over the case of Dr. Edmund Bickerstaff and the bone glass, the residents of Number 35 Portland Row had hoped to have a few quiet months. However, when Mary Carlyle appears on their doorstep with news about the investigation into Jacob’s, Lucy finds herself bringing the boys up North to face her own ghosts. Yet, as old wounds are reopened, a flicker of hope burns bright, and new opportunities arise from the most unlikely of places. As emotions bubble up, a single move could change everything, for better or for worse.",No Archive Warnings Apply,3764109
1437,44929498,https://archiveofourown.org/works/44929498,LOCKWOOD IS A DICK: Tales from the Thinking Cloth,2023-02-10,English,The thinking cloth isn't just for insults.,No Archive Warnings Apply,1305594
1438,44930671,https://archiveofourown.org/works/44930671,outside you've seen a light,2023-02-10,English,"After a gruelling demand on agencies, three young ghost-hunters find a moment to breathe.",No Archive Warnings Apply,4954430
1439,44930326,https://archiveofourown.org/works/44930326,"Take my hand, Hold me close",2023-02-10,English,"During their cleaning out of Jessica's room after their trip to the other side, Lockwood discovers a record player and takes his chance to dance with Lucy.",No Archive Warnings Apply,4990964
1440,44928739,https://archiveofourown.org/works/44928739,Black Tie Cocktail,2023-02-10,English,"Getting tangled together in a plan gone awry in the Black Library wasn't necessary for a revelation, but it certainly didn't hurt.Moments spent before disaster and broken chains.",Creator Chose Not To Use Archive Warnings,12255880
1441,44918935,https://archiveofourown.org/works/44918935,All is Family,2023-02-10,English,"'A young man stood in front of her, dressed in slacks and a plaid shirt underneath a camel coloured overcoat. His black hair was combed back and gelled, but his curls looked ready to burst from the style they’d been forced into. The most striking thing, though, were his eyes, frowning at her from behind thin framed glasses.They looked exactly like George’s.'An unexpected visitor stops by at 35 Portland Row, and Lucy learns a little more about George's family.",No Archive Warnings Apply,1309329
1442,44893840,https://archiveofourown.org/works/44893840,i'm in the mood (for love),2023-02-09,English,"Over a number of observations, George was able to identify a pattern in the behaviour of his two colleagues. It usually goes like this:1. Lockwood ogles Lucy.2. Lucy ogles Lockwood.3. Lockwood notices and attempts to hide his giddiness.4. Lucy notices Lockwood and his badly hidden grin and ogles him once more.On second thought, “ogle” seems to be one-dimensional of a term for their weird furtive glances. Perhaps “desperate looks of yearning” would more properly suit it.",No Archive Warnings Apply,3008151
1443,44894392,https://archiveofourown.org/works/44894392,String Me Out,2023-02-09,English,Lucy's strong psychic connections nearly betray her and a solo job goes sideways. She works to regain the trust of her team and get to the bottom of a strangely powerful relic before it can hurt anyone else.,Creator Chose Not To Use Archive Warnings,4130736
1444,44908540,https://archiveofourown.org/works/44908540,nightmares and pinky promises,2023-02-09,English,"Lucy stumbled down the stairs, heart racing and head pounding. Number 35 Portland Row was silent, unlike her mind, which was still reeling from the screams of her nightmare. Child after child had screamed her name, begging her to save them, grabbing her with clammy, cold hands as they had died brutally from ghosts and criminals. As she had scrambled away from them, she’d been faced with her friends, standing in a half-circle around her, their eyes dead. Their pale, blue-tinted faces lingered in her mind. She clutched the handrail, leaning heavily against it as she half-fell down the last three steps. Maybe she wasn’t doing enough. Maybe there was more she could do. Maybe, if she just tried harder, nobody else would have to die. She could save everyone.After taking in a few steadying breaths at the bottom of the stairs to calm her trembling body, Lucy pushed into the kitchen. She flicked on the lamp, and turned to the room to find Lockwood sitting with his feet in fuzzy slippers up on the table.“Hell,” Lucy swore, hand flying to her chest. “Are you trying to give me a heart attack?”Lockwood raised an eyebrow slowly. “Not particularly. My intention is to prevent one.”",No Archive Warnings Apply,8176705
1445,44907829,https://archiveofourown.org/works/44907829,before the world fell at our feet,2023-02-09,English,Norrie wakes up and finds the world has changed.,No Archive Warnings Apply,1305594
1446,44904502,https://archiveofourown.org/works/44904502,Your Love's Enough with Words Unspoken,2023-02-09,English,"""Lucy?"" He breathed. What were they arguing about again?Needles stabbed into the back of his eyes as his vision began to blur, a kaleidoscope of colour swimming before him.""Oh my god, George!""----------Or George with FND has a seizure and Lucy (who knows nothing about it) doesn't know what to do.Lockwood saves the day.",No Archive Warnings Apply,8845861
1447,44893177,https://archiveofourown.org/works/44893177,I'm Sorry I Love You,2023-02-09,English,"Lockwood & Co are out on a case and both Lucy and Lockwood get injured at different points while battling the ghost. Lockwood comforts Lucy before he gets injured, allowing Lucy to comfort Lockwood. Love confessions slip out.",No Archive Warnings Apply,4990964
1448,44881048,https://archiveofourown.org/works/44881048,George-Centrics,2023-02-08,English,There are nowhere near enough George-centric books! I grew up on the Lockwood & Co books and finished the show the other day and oh my god was it good! George feels like such a lost and let-down character and I think he deserves more attention so I'm going to put all of my George one-shots into this book! I take requests so don't be afraid to let me know what you want to see!,No Archive Warnings Apply,8845861
1449,44887732,https://archiveofourown.org/works/44887732,we're just ordinary people (we don't know which way to go),2023-02-08,English,"Ahead of the annual DEPRAC Awards Ceremony, a newspaper exposes the very thing they'd all tried to keep so secret. Also Lockwood falls even more in love with Lucy, if that's possible.Follows on from my previous fic but can be read as a stand-alone.",No Archive Warnings Apply,8142799
1450,44887462,https://archiveofourown.org/works/44887462,The Night After,2023-02-08,English,Those people died. He didn’t even know their names but he watched them die anyways. They were another ghost among his growing collection.AKA Lockwood has a nightmare about the events during the final showdown between Lockwood and Winkman’s goons and Lucy and George comfort him with their presence,Creator Chose Not To Use Archive Warnings,7156273
1451,44886472,https://archiveofourown.org/works/44886472,above dawn,2023-02-08,English,"“Lucy,” I heard from the darkness, whispery and breathy and oh so very careful. “Please.”I turned around, even though I couldn’t see him.“Please, just for tonight,” Lockwood whispered, “I don’t want to be your boss.”",Creator Chose Not To Use Archive Warnings,5271371
1452,44882212,https://archiveofourown.org/works/44882212,Absolute Idiots,2023-02-08,English,Lucy gets a bit more than she bargained for on her first big case with Lockwood and Co.,No Archive Warnings Apply,7467961
1453,44881549,https://archiveofourown.org/works/44881549,First Ghosts: Gossamer,2023-02-08,English,"Contains Major Spoilers! You have been warned!From his attic window, Anthony Lockwood watches the taxi roll away like he has done many times before. Yet on the garden bench sit his parents.",No Archive Warnings Apply,11944609
1454,44878681,https://archiveofourown.org/works/44878681,Kiss it Better,2023-02-08,English,"Cases going wrong was nothing new for most agents, especially Lockwood & Co. who were used to having to bail their original strategy to fit the haunting, but there was a spectrum of how bad a case could go. You don’t usually see them jump all the way to the end of that spectrum.When they do you kinda need a little vent session and some cuddles, right?",No Archive Warnings Apply,4311867
1455,44871055,https://archiveofourown.org/works/44871055,at the end of the line,2023-02-08,English,"Lucy was tired. First, Lockwood hired Holly without consulting her. Then, Holly started upending everything in Portland Row, butting in where she wasn’t needed. And now she was running around London to mother a drunk idiot. Lucy receives a call in the early hours of the morning.",Creator Chose Not To Use Archive Warnings,1305594
1456,44870632,https://archiveofourown.org/works/44870632,"here, there (and everywhere)",2023-02-08,English,"He holds her like she’s a lifeline, as if she were only a figment of his dreams that might disintegrate if he lets go. His touch makes her feel so sure of herself, and she wonders if it’s the same for him.(alternatively: Lockwood and Lucy have a well-needed cuddle after the bone glass case.)",No Archive Warnings Apply,3008151
1457,44867332,https://archiveofourown.org/works/44867332,Research and chill.,2023-02-08,English,"When working on a case together, Lockwood & Co. are set to work with a Fittes agent. Lockwood & Co. just didn't expect to their researcher fall for them. or George and Bobby fall in love in less than one night.",Creator Chose Not To Use Archive WarningsGraphic Depictions Of Violence,8837984
1458,44860075,https://archiveofourown.org/works/44860075,It Could Have Been Me,2023-02-07,English,"When Lucy, Lockwood and George find the body of an abused runaway - it strikes a little too close to home for Lucy. When Lockwood realizes Lucy hasn’t told him about her past, he’ll do whatever he can to make sure she’s okay.",Graphic Depictions Of Violence,16450141
1459,44842891,https://archiveofourown.org/works/44842891,Through the Open Door,2023-02-07,English,"Lockwood burst into the kitchen. He dropped a glossy brochure onto the table, grinning at the two of them. “Pack your bags, friends!” he declared. “Imagine… afternoons by the pool, kayaking, five course meals… followed by a little late night ghost hunting… a proper vacation!”“But… Cornwall?” Lucy asked.“I know what you’re thinking,” said Lockwood. He slapped his hands onto the table; underneath were three railway tickets. “But I’ve already got us the tickets. We take an overnight train, tonight. George, grab your speedo. Lucy, pack the sunscreen. We’re going to the seaside!”---Lucy, Lockwood, and George at a seaside resort. Can they unravel the secrets of St. Michael’s and the strange changes in their psychic abilities?Direct sequel to ""nights were made for saying things""Chapter 11 posted! *COMPLETE*Now with sequel: won’t come lightly",No Archive Warnings Apply,3437400
1460,44845486,https://archiveofourown.org/works/44845486,Even the Reckless get Scared,2023-02-07,English,There's one scene in the Lockwood and Co TV show that's stuck with me since binging it.  Lucy pulls Lockwood back to reality during the escape from Winkmans. There's no way that was the first time Lucy helped Lockwood get out of his own head.So here is a series of short drabbles about the times Lucy grounded Lockwood and helped him out.,No Archive Warnings Apply,4653566
1461,44863678,https://archiveofourown.org/works/44863678,starry eyes sparking up my darkest night,2023-02-07,English,"“So, you’re taking Lucy and not me for the manpower?”“Er, partly.” Lockwood grimaces. “But mostly because the party is for married couples only and no offense George, but you’re not my type.”Lucy chokes on an unfortunately timed sip of tea.“I am offended, actually.” George says thoughtfully as he bites into his final slice of toast. “But I’ll get over it on my way to the archives to do some more research.” Or: Lucy and Lockwood go undercover as a fake couple despite their very real feelings.",No Archive Warnings Apply,10166898
1462,44850031,https://archiveofourown.org/works/44850031,Two of us caught in the undertow,2023-02-07,English,"When they got to Lockwood’s room, Lucy hesitated in the doorway.“Are you… ok? Do you need any help?”He shot her a cheeky grin. “Why, are you offering to nurse me back to health?”She puffed up her cheeks and huffed. “Nevermind, forget I asked.”“No wait, Lucy, I’m sorry.” Though his laugh took away some of the effect of his apology. “Truthfully, I’m not sure if I can get my shirt off with the…” he gestured vaguely to the bullet hole in his shoulder.---After Lockwood is shot in 1x08, Lucy takes care of Lockwood. Awkward conversations are had.Lockwood and Lucy grow closer until something happens on a case that makes everything go wrong.Lucy is scared. Lockwood is spiraling. George is trying to hold everything together.Oh and dad!Barnes wants what's best for them.Started as a one-shot but now a canon-divergent AU from episode 8.",No Archive Warnings Apply,4046850
1463,44850883,https://archiveofourown.org/works/44850883,Just the Girl,2023-02-07,English,"Anthony Lockwood is a prick.He's also late.It would be bad if it were for a date, but thankfully it's just for a job....Which is definitely worse.In which the Reader ends up face to face with a Visitor she was not suppose to have to deal with alone and it goes about as well as you'd expect, Lockwood is left alone with his thoughts, and the real monsters are human beings.",Graphic Depictions Of Violence,11493298
1464,44864599,https://archiveofourown.org/works/44864599,Can I Be Close To You?,2023-02-07,English,Lockwood has a crush. That's it.,No Archive Warnings Apply,10591479
1465,44864107,https://archiveofourown.org/works/44864107,We met at a Bus Stop,2023-02-07,English,"Waiting at a bus stop on that fateful day the world ended, Lockwood met two new friends and the love of his life.Fleeing down to Hastings, they had started a new life there surrounded by danger. Lockwood tries not to despair when Lucy and George fail to return after a routine trading trip.AU: Lockwood & Co./The Last of Us, set in England.",Creator Chose Not To Use Archive Warnings,143326
1466,44860363,https://archiveofourown.org/works/44860363,Racing Towards the Grave,2023-02-07,English,Lockwood is injured saving Lucy and a surprising person shows up to help.,No Archive Warnings Apply,7948261
1467,44843365,https://archiveofourown.org/works/44843365,Is this weird?,2023-02-07,English,George reflects on his connection with Pamela Joplin.,Creator Chose Not To Use Archive Warnings,14696172
1468,44824219,https://archiveofourown.org/works/44824219,Return to Me,2023-02-06,English,"Lucy Carlyle is determined to live her life to the fullest after being given a second chance. However, she is constantly plagued by guilt knowing that someone died in order for her to live. Everything changes one night when she meets a man who seems as desperate for happiness as she is. Can the two heal each others broken hearts, or is the truth of Lucy's second chance destined to keep them apart?""Perhaps her heart was always meant to be with you.""",Creator Chose Not To Use Archive Warnings,3579405
1469,44825602,https://archiveofourown.org/works/44825602,"Ask me no questions, I will tell you no lies (Careful what you wish for)",2023-02-06,English,"It's New Years Eve and Lucy and Lockwood get locked in a wine cellar on a job. Drinking and truths ensue.Or, in which the author locks together two of her favorites and make them talk to each other. Alcohol helps.",No Archive Warnings Apply,4046850
1470,44822773,https://archiveofourown.org/works/44822773,burn them all,2023-02-06,English,"“If you’re amenable, I’d like to discuss the job offer again.”“Thank you again for the offer, Ms. Fittes, but I have no intention of leaving Lockwood and Co.”“Previously, I looked to offer you a job as an agent. In light of….recent discoveries,” Lucy feels a stone drop to the pit of her stomach, “It’s obvious you were meant for so much more than that. If anything, being an agent jeopardizes your immense value.”You’re our biggest asset, Lockwood seems to whisper in her ear, and Lucy freezes.***Penelope Fittes finds out.",No Archive Warnings Apply,4166852
1471,44835193,https://archiveofourown.org/works/44835193,How Could It Possibly Get Worse?,2023-02-06,English,"On a seemingly routine job, Lockwood gets seriously injured. Unable to reach help until the morning, they decide to carry on as usual while keeping an eye on Lockwood. However, the job turns out to be more difficult than originally thought but really, how could it possibly get worse?(Spoiler but, it gets worse)",No Archive Warnings Apply,10838600
1472,44840008,https://archiveofourown.org/works/44840008,My Heart Rose to it's Feet,2023-02-06,English,"Soft music echoed throughout the cozy kitchen, Lucy could’ve stayed there forever as he looked at her with magnificence and security, this was a rare thing in a life like hers the subtle but favorable moments of bliss and ignorance.",No Archive Warnings Apply,9974364
1473,44835571,https://archiveofourown.org/works/44835571,Before Somebody Dies,2023-02-06,English,Lockwood got ghost touched and didn’t tell anyone.That boy’s secrets will be the death of him.Alternate 1x02 scene,No Archive Warnings Apply,7948261
1474,44830444,https://archiveofourown.org/works/44830444,"darling, draw me in, drag me down (i'll thank you for it)",2023-02-06,English,"""You gave her a free pass just ‘cause you like the way she looks at you.""",No Archive Warnings Apply,2616802
1475,44826466,https://archiveofourown.org/works/44826466,Disintegrating,2023-02-06,English,"George, Lockwood and Lucy have a movie night after another successful case, but George decides to retire early, much to the delight of the very eager couple.",Underage,13650832
1476,44824879,https://archiveofourown.org/works/44824879,Fleeting Touches,2023-02-06,English,"The first time Lucy had touched his face – honestly, calmly, and with intent – he had flinched away.   Alternatively, three times Lucy touches Lockwood’s face (and one time she does more).",No Archive Warnings Apply,3069363
1477,44820778,https://archiveofourown.org/works/44820778,Degrees,2023-02-06,English,"If you had stopped to ask the time of night, or the temperature of a particularly ghoulish room, Lockwood was always kit-ready to tell you with precision.If only he were so precise in giving a solid read of himself.Or know small steps could be taken in slow degrees - with a high fever.Note: Need to make some small changes later.",Creator Chose Not To Use Archive Warnings,12255880
1478,44803643,https://archiveofourown.org/works/44803643,The Forsaken Phantom,2023-02-05,English,"The bone glass has been destroyed but Quill Kipps cannot feel any triumph. His talent is fading and he completely humiliated himself in front of the girl he loves. Life is looking bleak - but then Lucy Carlyle gives him reason to hope.Set after the end of Ep8 (TWS) and then veering off into an AU which I hope still stays true to the spirit of the books. Switches between Lucy and Kipps point of view.Much kissing, much yearning, a bit of angst, jealousy but no love triangle... and a very dangerous ghost.(This was a one-shot, so the first chapter stands on its own. -Sef)",No Archive Warnings Apply,153667
1479,44800979,https://archiveofourown.org/works/44800979,Pressure Points,2023-02-05,English,"Quill Kipps hated Anthony Lockwood. That was a fact. He hated everything about Lockwood & Co and their unprofessionalism. They took cases from him and his team, acted recklessly, and worst of all, they seemed to care about him.As he lay bleeding out in a deep grave, no one but the people he believed to hate the most was there. Quill hoped the last person he would see as he let his sight finally die was definitely not Anthony Lockwood, but since there he stood, Quill hoped his eyes would open again.",Graphic Depictions Of Violence,2642818
1480,44791513,https://archiveofourown.org/works/44791513,Patients Portal,2023-02-05,English,"When the team finally finds Lockwood after he has been missing for two weeks, hes bruised, hurt and exhausted.orA short story of helping Lockwood come back from being kidnappedor orWriting angtsy Lockwood cause there ain't enough of it.",No Archive Warnings ApplyCreator Chose Not To Use Archive Warnings,11011274
1481,44793367,https://archiveofourown.org/works/44793367,What Doesn't Kill Me Makes Me Want You More,2023-02-05,English,"It was all her fault.All her fault.He was losing his damn mind, and it was all because of her. One move, one second, one heartbeat, and his world crumbled apart like a warm cookie. Or: Lockwood realizes he's attracted to Lucy, which sets in motion a chain reaction of events as he and Lucy try to take the next step without actually talking about their feelings.",Creator Chose Not To Use Archive Warnings,114024
1482,44815111,https://archiveofourown.org/works/44815111,The Case,2023-02-05,English,"The ghosts of the past aren't always made of ectoplasm. While cleaning out the storage room, Lucy and Lockwood stumble upon an old violin case - though there's a lot more to unpack than just the instrument.",Creator Chose Not To Use Archive Warnings,9703161
1483,44811289,https://archiveofourown.org/works/44811289,Gold Rush,2023-02-05,English,"But I don't like a gold rush, gold rushI don't like anticipating my face in a red flushI don't like that anyone would die to feel your touchEverybody wants youEverybody wonders what it would be like to love youWalk past, quick brushI don't like slow motion double vision in rose blushI don't like that falling feels like flying 'til the bone crushEverybody wants youBut I don't like a gold rush--------In which everyone sees how special Lucy is, especially Lockwood who's seen it from the start and just wished it didn’t make him so painfully jealous when others saw it too.",No Archive Warnings Apply,9974403
1484,44807597,https://archiveofourown.org/works/44807597,"З мене досить цих темних днів. Тож дивись, як я спалахну з іскри у полум'я.",2023-02-05,Українська,"Люсі сниться кошмар, Локвуд заспокоює її.",No Archive Warnings Apply,16222867
1485,44803706,https://archiveofourown.org/works/44803706,Consequences,2023-02-05,English,"After Lucy wakes up one morning to find a dark red lovebite blooming on her neck, she frantically looks for a way to cover it up – and eventually drags Lockwood into helping, too. After all, he is the one who left it there.",No Archive Warnings Apply,2309398
1486,44798203,https://archiveofourown.org/works/44798203,What Really Happened,2023-02-05,English,"This fic will not make sense unless you read ""You make sure I always see the daylight"" by historyofbellarkeIt's good I just don't think Lockwood can actually carry Lucy bridal style without breaking all of his bones in the process",No Archive Warnings Apply,7156273
1487,44795302,https://archiveofourown.org/works/44795302,You make sure I always see the daylight,2023-02-05,English,"After Lucy passes out in the basement in 1x03, how do Lockwood and George get her to her room?My interpretation with some slight canon divergence. Fluffy and self-indulgent drabble",No Archive Warnings Apply,4046850
1488,44795155,https://archiveofourown.org/works/44795155,On Our Own,2023-02-05,English,"Lockwood had always been on his own since he was 6 and that was the way it needed to stay.But it was so tempting to be taken by the sway of the tide, to fight against or drift away with the bravery to live for another.(TV-verse fic request.)",No Archive Warnings Apply,12255880
1489,44794078,https://archiveofourown.org/works/44794078,I’m putting you out of your misery,2023-02-05,English,Lockwood and Kipps run into each other after the S1 finale. They might even manage a conversation.,No Archive Warnings Apply,4053612
1490,44793961,https://archiveofourown.org/works/44793961,no game,2023-02-05,English,Lockwood’s manner of flirting is strange and dreadfully obnoxious.,No Archive Warnings Apply,18368
1491,44793301,https://archiveofourown.org/works/44793301,"will you be my (beginning, my middle, my end)?",2023-02-05,English,"Lucy blames it on her lack of better judgment.She spouts every excuse in the book to a ghost-locked Norrie during the weekly audio tape updates she’s been documenting since arriving in London. She even stoops so low as to accuse Skull of messing with her Listening abilities (which results in him keeping his irritating opinions to himself for a whole week out of spite).Yet, deep down, Lucy knows it’s because she’s begun to develop something real for the emotionally suppressed boy who’s been occupying the left side of her bed for months. She’s fallen prey to her own weaknesses. Letting others in has only left her with a gaping hole where she assumes her heart should be.Perhaps that’s why she runs.Leaves before they lose each other.",Creator Chose Not To Use Archive Warnings,2149747
1492,44791187,https://archiveofourown.org/works/44791187,Puddles,2023-02-04,English,"Lockwood rushed out of the room and followed Lucy. He was in a frenzy and hardly felt the dry fear that still gnawed at the bottom of his thoughts. The slight euphoria that was his constant companion had risen to the surface again, displacing everything else. His smile was reflected in the puddles of the gloomy London streets.***Just my regular way of describing a scene from a series because I love to dig deep into the character's thought. This time: Anthony Lockwood in Episode 5 being confronted by Lucy after breaking in at Winkman's. Chapter 2 starts with a Lockwood Moment at the beginning of episode 6. Chapter 3 described the panic attack scene and the fight afterwards with the golden blade.",Creator Chose Not To Use Archive WarningsNo Archive Warnings Apply,111393
1493,44782213,https://archiveofourown.org/works/44782213,Моріарті і компанія,2023-02-04,Українська,"Ірен Адлер наробила шуму в Лондоні, тож тепер її не візьмуть до жодної пристойної столичної агенції, та й в передмісті оминатимуть десятою дорогою. Втім, перевтілення в Джеймса Бонда мало б дозволити пані Адлер прилаштуватися в агенцію в Дюремі, що має цікаву репутацію. Та все пішло трошки не за планом.Джеймс Бонд намагається бути гарним агентом та його Таланти не завжди йому коряться, а зберігати спокій поруч з напарником, який в усіх сенсах дивиться на нього згори вниз, здається неможливим. До того ж ""Моріарті й компанія"" очевидно не проста сільська агенція. Що приховують ці хлопці та чому не поспішають ділитися своїми справами з новим напарником? Бонду кортить дізнатися.",No Archive Warnings Apply,3189750
1494,44781088,https://archiveofourown.org/works/44781088,Somewhere In These Eyes,2023-02-04,English,"One night, your job goes terribly wrong, which is very bad when your job is hunting ghosts. Luckily, the mysterious Anthony Lockwood rescues you and brings you to his agency to tend to your wounds and surprisingly, to offer you a job. You decide to say yes…[lockwood/reader, no use of y/n]",Creator Chose Not To Use Archive Warnings,2290659
1495,44782837,https://archiveofourown.org/works/44782837,bending at the heart of me,2023-02-04,English,"She sidles up next to him and presses her shoulder to his forearm. “So, any plans on revenge for Kipps?”Lockwood shakes his head, trying to ignore the uneasy tilt in his stomach at the memory of not being fully in control. It wasn’t even that bad all things considered. He might have bumbled about, fallen over, made a fool of himself by tripping, but he’s always prided himself on a perfect image. Any press that shows him as less by any amount is unacceptable. “If he’s taking cheap shots then its because we’re winning.”“Or it’s because he finds your ego insufferable and he wants to teach you a little humility.”He frowns down at her and is rewarded with one of her signature Carlyle grins. The one that promises trouble.",No Archive Warnings Apply,76394
