link,title,author,published,updatedate,chapters,language,words,kudos,comments,bookmarks,hits,warning,relationship,characters,tags,summary,rating,series,chapter,chapter_max,completion,currentdate,datediff_pub,datediff,classification,lastauthorupdate,firstauthorupdate,author_lastupdate_diff,daysactive,daysincefirtupload,author_activity,num_relationship,num_characters,num_tags,prev_words
https://archiveofourown.org/works/46105606,Spirits & Sepulchre,OctoberSeventeenth,2023-03-29,2023-03-29,1/1,English,389,25,0,0,366,Creator Chose Not To Use Archive Warnings,General Audiences,"Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood, Flo Bones, Holly Munro, Quill Kipps","Tabletop Gaming, Locklyle, Portland Row Gang, Fluff, just them being friends, Taking Time Off, ghosthunting still ensues, Safe for Pandas, Domestic",The Portland Row Gang plays a Table Top Game.,General Audiences,Part 14 of London Calling,1,1,completed,2023-06-02,65.0,65.0,oneshot,2023-06-01,2023-03-15,1.0,78.0,79.0,active,1,6,9,389
https://archiveofourown.org/works/46103284,Right Timing,LifeonMars_Write,2023-03-29,2023-03-29,1/1,English,376,14,0,0,593,No Archive Warnings Apply,Teen And Up Audiences,"Anthony Lockwood, Lucy Carlyle","Fluffy Ending, Cute, Awkward Flirting, Romance",Nice memory on that afternoon...Just Lockwood & Lucy...,Teen And Up Audiences,not a series,1,1,completed,2023-06-02,65.0,65.0,oneshot,2023-03-29,2023-03-29,65.0,0.0,65.0,inactive,1,2,4,376
https://archiveofourown.org/works/46102378,I’m Gonna Rescue You (So You Can Rescue Me Too),cherriepixie27,2023-03-29,2023-03-29,1/1,English,"1,639",142,10,9,"1,754",No Archive Warnings Apply,Mature,"Lucy Carlyle, Anthony Lockwood","Locklyle Week 2023 (Lockwood & Co.), First Kiss, Getting Together, Anthony Lockwood Needs a Hug, and a kiss, Badass Lucy Carlyle, Songfic, Mutual Pining, Hurt/Comfort, Angst",The moment after Lockwood and Lucy climb out of the Thames ends a little differently. Written for day six - songs/quotes.,Mature,Part 6 of Forever Yours: Locklyle Week 2023,1,1,completed,2023-06-02,65.0,65.0,oneshot,2023-05-22,2023-02-25,11.0,86.0,97.0,active,1,2,10,"1,639"
https://archiveofourown.org/works/46102300,"Shall We Look at the Moon, My Little Loon",wellgoslowly,2023-03-29,2023-03-29,1/1,English,"2,037",259,26,24,"1,606",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Montagu Barnes, Anthony Lockwood","Parent Montagu Barnes, Sad Lucy Carlyle, Lucy Carlyle Has Trauma, Lucy Carlyle needs a hug, Anthony Lockwood Has Trauma, Anthony Lockwood is a Mess, Anthony Lockwood Needs a Hug, Lockwood calls Lucy an ""asset"", Mentions of Lucy Carlyle's mother, Lucy Carlyle Trauma Dumps, Proud Montagu Barnes, Emotional Hurt/Comfort, Sad with a Happy Ending, mentions of the biscuit rule, the biscuit rule, Rain","Anthony Lockwood says something stupid, again.This is how Lucy Carlyle ends up on Montagu Barnes's doorstep at 11:00 at night, soaked to the skin.OR: Montagu Barnes is a parental figure for two traumatized teens trying to figure out what they mean to each other",Teen And Up Audiences,not a series,1,1,completed,2023-06-02,65.0,65.0,oneshot,2023-04-25,2023-03-29,38.0,27.0,65.0,active,1,3,16,"2,037"
https://archiveofourown.org/works/46101865,birthday candle,Pages_turn,2023-03-29,2023-03-29,1/1,English,"2,026",97,10,5,551,No Archive Warnings Apply,General Audiences,,"Birthday, Fluff, Domestic Fluff, Best Friends, Found Family, Soft Anthony Lockwood, Tooth-Rotting Fluff, references to an unhappy childhood, much platonic love, (some non-platonic too but shhhh), Oblivious Anthony Lockwood",Lockwood and George discover it's Lucy's birthday and everything can wait but the injustice they have to fix- she has no birthday cake.,General Audiences,not a series,1,1,completed,2023-06-02,65.0,65.0,oneshot,2023-05-25,2023-03-18,8.0,68.0,76.0,active,1,0,11,"2,026"
https://archiveofourown.org/works/46101235,The Way That I Need You,MagicPeach,2023-03-29,2023-03-29,1/1,English,"3,716",254,39,18,"2,363",No Archive Warnings Apply,Teen And Up Audiences,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","Jealousy, Jealous Lucy, Arguing, George Being a Cockblock, Because Now It’s Just Become A Running Theme Here, admitting feelings, Making Out, Sharing a Bed, Angst with a Happy Ending, Confessions","Arif’s delivery girl gets under Lucy’s skin, pushing Lucy to confront Lockwood about certain things.Also, George is a bit too invested in the drama of it all.~*~Lockwood cleared his throat. “Luce, you remember Mila, Arif’s girl. She’s come with doughnuts.”Remember, as if the girl wasn’t here every single day.Mila gave her a grimacing smile, looking back to Lockwood for a beat, as if he would save her from his mean housemate, before holding out the box of doughnuts to Lucy.",Teen And Up Audiences,Part 6 of The Weight of Us,1,1,completed,2023-06-02,65.0,65.0,oneshot,2023-06-02,2023-03-17,0.0,77.0,77.0,active,1,3,10,"3,716"
https://archiveofourown.org/works/46106668,The Incidents at Bancroft Hall,Starfins,2023-03-29,2023-03-29,2/2,English,"12,719",174,27,30,"1,370",Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, Holly Munro, George Cubbins | George Karim, Original Female Character(s), Original Male Character(s), The Skull (Lockwood & Co.)","Lol this is pure dumbassery, casefic, Soft Anthony Lockwood, POV Lucy Carlyle, Fluff and Humor, Tooth-Rotting Fluff, Ghosts, Locklyle, this references the books a lot, but you can put the TV characters in here too I guess, Attempt at Humor, POV First Person, Jealousy, Jealous Lucy Carlyle, Confused Lucy Carlyle, Flirty Anthony Lockwood, Hijinks & Shenanigans, Canon-Typical Violence, First Kiss, Kissing, Lucy is so dense, annoying side character, like I got mad at her and I created her, The Skull Being Annoying (Lockwood & Co.), I listened to The Visitation Of The Ghost by The Brobecks on repeat while writing this and it shows","“Skull,” I hissed, “is there something here with us?”“Nothing dead, if that’s what you’re asking.”I didn’t respond, thoroughly miffed, but still on guard. I positioned my rapier in front of my body to act as a shield, and when I heard another sound, I found myself whirling around, zeroing in on the source of the disturbance with mechanical efficiency, only to come face to face with…A person. A girl. Wide, made-up eyes stared back at me, set in a cute, freckled face, and attached to a throat I was currently pointing my rapier at. Or, alternatively, the client’s daughter flirts with Lockwood, is a massive nuisance, and Lucy gets jealous, among other things.",Teen And Up Audiences,not a series,2,2,completed,2023-06-02,65.0,65.0,multichapter(complete),2023-03-29,2016-01-18,65.0,2627.0,2692.0,inactive,1,7,25,"12,719"
https://archiveofourown.org/works/46099825,Housecat Rules,Pages_turn,2023-03-29,2023-03-29,1/1,English,968,331,32,30,"1,767",No Archive Warnings Apply,General Audiences,,"Fluff, Lockwood's Love Language is Physical Touch, Domestic Fluff, George is so done, Soft Anthony Lockwood, Simp Anthony Lockwood, Couch Cuddles","George burst out laughing when he came through the door. Lockwood bit his lip, barely able to meet his eye under these circumstances.orLucy falls asleep on top of Lockwood and he has a few feelings about it.",General Audiences,not a series,1,1,completed,2023-06-02,65.0,65.0,oneshot,2023-05-25,2023-03-18,8.0,68.0,76.0,active,1,0,7,968
https://archiveofourown.org/works/46097911,in what i have done and what i have failed to do,zipadeea,2023-03-29,2023-03-29,1/1,English,"5,741",267,41,39,"1,995",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, Holly Munro, George Cubbins | George Karim, Quill Kipps, Montagu Barnes","Hurt/Comfort, Emotional Hurt/Comfort, Blood and Injury, Major Character Injury, Hospitals, Family Feels, Love, going to the beach fixes all problems, Book Spoilers, Post-Book 05: The Empty Grave (Lockwood & Co.), Spoilers for Book 05: The Empty Grave (Lockwood & Co.), Hurt Lucy Carlyle, Hurt Anthony Lockwood, POV Lucy Carlyle","“It was always going to happen,” George said gravely. He didn’t seem too depressed by it. “Happens to everyone eventually.”***The end of Lockwood & Co.",Teen And Up Audiences,Part 1 of confiteor,1,1,completed,2023-06-02,65.0,65.0,oneshot,2023-05-20,2023-02-06,13.0,103.0,116.0,active,1,6,14,"5,741"
https://archiveofourown.org/works/46096594,With My Hands Open,HollowGirlHan,2023-03-29,2023-03-29,1/?,English,"2,497",104,8,4,"1,046",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood","Romance, Pining, Mutual Pining, Sharing a Bed, Insomnia, Awkwardness, lucy being all kinds of awkward, Anthony Lockwood Being Anthony Lockwood, professional anthony lockwood, lucy's pov, lockwood's pov","Lucy Carlyle has insomnia and it's driving her insane. Anthony Lockwood's bed is her last resort.She had gone mad right? The insomnia had caused her to go permanently insane and that’s why she had forced her way into Lockwood’s, her employer’s, bed. And then she had proceeded to ASK HIM TO TAKE OFF HIS SHIRT?",Teen And Up Audiences,Part 1 of Locklyle Through The Years,1,?,incomplete,2023-06-02,65.0,65.0,multichapter(dormant),2023-05-07,2023-03-12,26.0,56.0,82.0,active,1,2,11,"2,497"
https://archiveofourown.org/works/46093663,Lemon Glaze,Mercurial_Rain,2023-03-29,2023-03-29,1/1,English,"1,551",154,16,17,877,No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Arif (Lockwood & Co.)","Fluff, Soft Anthony Lockwood, Lockwood's love language is acts of service, Donuts, Locklyle Week 2023 (Lockwood & Co.)",Lucy loves lemon donuts. Lockwood makes sure that she gets them.For Locklyle Week 2023 Day 2: Food,Teen And Up Audiences,Part 2 of Locklyle Week 2023,1,1,completed,2023-06-02,65.0,65.0,oneshot,2023-04-24,2023-03-26,39.0,29.0,68.0,active,1,4,5,"1,551"
https://archiveofourown.org/works/46092328,My Name On Your Lips,Bookaholic711,2023-03-29,2023-03-29,1/1,English,"2,670",264,23,39,"1,494",No Archive Warnings Apply,Teen And Up Audiences,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim, Quill Kipps","Established Relationship, Anthony Lockwood is a Mess, I Wrote This Instead of Sleeping, no beta we die like [redacted], show-verse, This show took over my whole entire life, Spoilers for Book 05: The Empty Grave (Lockwood & Co.)","The first time the thought came to him, he was half asleep.It might be nice if she called him Anthony.",Teen And Up Audiences,not a series,1,1,completed,2023-06-02,65.0,65.0,oneshot,2023-04-21,2023-03-29,42.0,23.0,65.0,active,1,4,7,"2,670"
https://archiveofourown.org/works/46090408,The Whole Night Through,SinSong,2023-03-29,2023-03-29,1/1,English,"2,241",347,66,33,"2,161",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Fluff, Temporary Amnesia, Hospitals, No Angst, I promise, Lockwood wakes up high out of his mind on morphine, and just wants to know why the pretty girl holding his hand is upset with him, drug use in a medical setting, like -- government approved drug use","Lockwood feels good. Floaty, like. He wants to feel like this all the time.In which Lockwood wakes up high out of his mind in hospital, and doesn't recognize the pretty girl holding his hand.",Teen And Up Audiences,Part 2 of How Much I Want This (3rd Person POV),1,1,completed,2023-06-02,65.0,65.0,oneshot,2023-05-28,2023-02-27,5.0,90.0,95.0,active,1,3,9,"2,241"
https://archiveofourown.org/works/46085413,from the ritz to rubble (and back again),woahpip,2023-03-28,2023-05-03,7/10,English,"17,433",164,132,17,"2,494",No Archive Warnings Apply,Explicit,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Holly Munro, Quill Kipps, Montagu Barnes","Alternate Universe - Modern Setting, meet cute?, Alcohol, Recreational Drug Use, POV Third Person Limited, Lockwood-central, Alternate Universe - Lawyers, I'm not British I just did like 2 pages worth of research, send any complaints to my secretary, Aged-Up Character(s), Angst, Suicidal Thoughts, Hurt/Comfort, Panic Attacks, Anxiety, Making Out, Frottage","Lockwood hated therapy. All the poking and prodding at his mind, expecting him to change faster than he was.  Grief is an odd thing, they told him before tutting over his lack of care. How could he care? His family was dead. He had two friends that didn’t hate him, associates who wanted to see him gone, and a job that’s rarely as fulfilling as the movies make it seem.  orLockwood met Lucy in the waiting room at his therapist's office. She'd been on his mind since.",Explicit,not a series,7,10,incomplete,2023-06-02,66.0,30.0,multichapter(updating),2023-06-01,2023-02-22,1.0,99.0,100.0,active,1,6,17,"17,433"
https://archiveofourown.org/works/46086682,Grief,FionaDunn,2023-03-28,2023-03-28,1/1,English,"5,133",129,11,14,"1,047",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, Norrie White, George Cubbins | George Karim, Holly Munro, Quill Kipps, The Skull (Lockwood & Co.)","Minor Character Death, Grief/Mourning, Post-Book 04, cactus club, Safe for Pandas, SFPs, NOT SAFE FOR LILY, Set Between Book 04: The Creeping Shadow and Book 05: The Empty Grave (Lockwood & Co.), mix of TV and Book Cannon, Loss, mild depression, Protective Lockwood, Lucy Carlyle needs a hug, Talk about death, Found Family, Hurt/Comfort, Emotional Hurt/Comfort, not quite a happy ending",Lucy receives a letter from an unexpected source.  Lockwood just wants to see her smile again.,Teen And Up Audiences,not a series,1,1,completed,2023-06-02,66.0,66.0,oneshot,2023-06-02,2023-02-07,0.0,115.0,115.0,active,1,7,18,"5,133"
https://archiveofourown.org/works/46080382,To Spend a Moment With You,cherriepixie27,2023-03-28,2023-03-28,1/1,English,937,146,10,10,"1,185",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood","Love Languages, Locklyle Week 2023 (Lockwood & Co.), Falling In Love, Getting Together, First Love, First Kiss, Soft Anthony Lockwood, Comfort, Fluff, Safe for Pandas","A look at one of Lucy's love languages, quality time, the little moments at home when they aren’t fighting ghosts. Written for day five - love languages.",Teen And Up Audiences,Part 5 of Forever Yours: Locklyle Week 2023,1,1,completed,2023-06-02,66.0,66.0,oneshot,2023-05-22,2023-02-25,11.0,86.0,97.0,active,1,2,10,937
https://archiveofourown.org/works/46014055,can this be a real thing? (can it?),Pages_turn,2023-03-28,2023-03-28,1/1,English,"3,418",77,12,8,706,No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, (barely) - Character, Quill Kipps","Fluff, Domestic Fluff, Tooth-Rotting Fluff, Found Family, Home, First Kiss, Love Confessions, George being the BEST boy, Soft Anthony Lockwood, soft lucy carlyle, Quill Kipps being a good bro???, Traumatising George in a fun way, Pining is resolved, Jealous Anthony Lockwood, Lockwood is kicking his feet and squealing","Lockwood was pacing in the kitchen. Ever since he'd woken up from his headache-induced sleep an hour or two ago, he'd been on edge.orLockwood is adrift without Lucy and George at home, while he waits for them to return. It eats him up to the point of stress cleaning, which is a sure sign that something is wrong. Luckily enough, they're just as happy to see him as he is them- and Lucy might just have something to tell him...",Teen And Up Audiences,not a series,1,1,completed,2023-06-02,66.0,66.0,oneshot,2023-05-25,2023-03-18,8.0,68.0,76.0,active,1,5,15,"3,418"
https://archiveofourown.org/works/46077070,A Long Way from Fine,questionmark007,2023-03-28,2023-03-28,,English,,0,0,0,0,0,General Audiences,"Lucy Carlyle, George Karim, Anthony Lockwood",,Lucy thinks about how things are going in her life and tries to put a word to living at 35 Portland Row.,,not a series,,,incomplete,2023-06-02,66.0,66.0,multichapter(dormant),2023-03-28,2023-03-14,66.0,14.0,80.0,inactive,1,3,0,790
https://archiveofourown.org/works/46076818,"Ти — вогонь, який я не можу втратити",FanfictionWorkshopUA,2023-03-28,2023-03-28,2/2,Українська,"1,889",20,5,0,84,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,"Anthony Lockwood, Lucy Carlyle, George Cubbins | George Karim","POV Anthony Lockwood, Missing Scene, Feelings Realization","Мій погляд на те, про що говорили Джордж і Локвуд в 1 серії 6 сезону, коли Люсі сама зайшла в будинок.«Я подивився на Джорджа і зрозумів, що зараз почнеться розмова, якої я не хотів. Готуючись, я пішов і сів на кам’яні сходи перед будинком, а Джордж почав крокувати.— Не варто, — сказав я, намагаючись зупинити Джорджа, перш ніж він почне.— Не варто що? Нагадувати, яка це дурна ідея? Казати, що твої почуття до Люсі впливають на твої рішення?О, що ж, тоді ми просто відразу перейдемо до цього. Блискуче.»",Teen And Up Audiences,"Part 1 of «Агенція ""Локвуд і К⁰""» з точки зору Локвуда",2,2,completed,2023-06-02,66.0,66.0,multichapter(complete),2023-03-28,2023-02-05,66.0,51.0,117.0,inactive,1,3,3,"1,889"
https://archiveofourown.org/works/46071751,So This is What it Feels Like to be Home,fastidious_and_a_mess,2023-03-28,2023-03-28,1/1,English,"3,936",45,4,4,253,No Archive Warnings Apply,General Audiences,"Lucy Carlyle, George Cubbins | George Karim, Anthony Lockwood","Baking, Feelings Realization, Pre-Relationship, kind of? officially at least, i didn't tag this with lucy/lockwood/george because lockwood's not really present here, but it's important to me that you understand this was written in the context of eventual cot3, it can totally be read as just georcy. i'm not gonna fight you on that interpretation, but that's not where it was written from, Domestic Fluff, Post-Season/Series 01, Post-Book 02: The Whispering Skull","Lucy wakes up to a rare quiet day in 35 Portland Row. Lockwood is out running errands and George is at the Archives. Lucy is having a morning tea when George comes home much earlier than Lucy expected him to. Having had a frustratingly fruitless research session, he is deeply disappointed to find the kitchen empty of biscuits. Fortunately, they have everything they need to make their own. Unfortunately, Lucy's never baked in her life. Fortunately again, George is a pretty good teacher.",General Audiences,not a series,1,1,completed,2023-06-02,66.0,66.0,oneshot,2023-03-28,2023-03-28,66.0,0.0,66.0,inactive,1,3,11,"3,936"
https://archiveofourown.org/works/46070332,and moving lips to breathe her name (i opened up my eyes),professionalzukoapologist,2023-03-28,2023-03-28,1/1,English,"3,300",309,23,30,"1,913",Creator Chose Not To Use Archive Warnings,Not Rated,"Lucy Carlyle, Anthony Lockwood, The Skull (Lockwood & Co.), George Cubbins | George Karim, Holly Munro, Quill Kipps","Jealous Anthony Lockwood, 3+1 Things, POV Anthony Lockwood, Pining, Fluff, Angst, Fluff and Angst, we all know lockwood does NOT like to share, the skull is a little bitch and i love him, i am a hot skull truther, post-Season 1, Spoilers for TV Series, Spoilers for Book Series, let george say fuck, no beta we die like ned shaw, lockwood IS jealous but not in a creepy controlling way. just in a ""i love lucy so much"" kind of way","There’s something about direct sunlight that he seems to drink in more now that he’s been to the Other Side (twice). He doesn’t take it for granted anymore, that the sun is going to rise every morning. That it’ll always be there. After the endless, colorless, starless sky of the Other Side, moonless, sunless, frigidly cold, there’s something about the sun peeking out through the London haze that he finds comforting.So, yes, part of the reason he was laying on Lucy’s bed in the attic was because of her window’s direct exposure to the afternoon sunlight.The larger part, though, was just Lucy. or: three times Lockwood is jealous of the skull (and one time he’s grateful for it)",Not Rated,Part 7 of when there's nowhere you can run (i promise i'll still be the one),1,1,completed,2023-06-02,66.0,66.0,oneshot,2023-03-28,2023-02-27,66.0,29.0,95.0,inactive,1,6,16,"3,300"
https://archiveofourown.org/works/46070098,A Dream Come True,Lindzm1318,2023-03-28,2023-03-28,1/1,English,"1,417",59,1,2,"1,345",Creator Chose Not To Use Archive Warnings,Explicit,"Lucy Carlyle, Anthony Lockwood","Not Suitable for Work, not suitable for pandas, Vaginal Fingering, Fingerfucking, Dream Sex, Sort Of, NSFW, NSFP","A continuation of my dream series, in this Lockwood and Lucy engage in some nighttime activities that are only acceptable for adults",Explicit,Part 3 of Dream a Little Dream,1,1,completed,2023-06-02,66.0,66.0,oneshot,2023-05-31,2023-02-12,2.0,108.0,110.0,active,1,2,8,"1,417"
https://archiveofourown.org/works/46067698,The Tablecloth Trick,cherriepixie27,2023-03-28,2023-03-28,1/1,English,983,168,4,8,"1,786",No Archive Warnings Apply,Explicit,"Lucy Carlyle, Anthony Lockwood","Fluff, Domestic Fluff, Domestic Bliss, Fluff and Smut, Smut, Mild Smut, Soft Anthony Lockwood, Simp Anthony Lockwood, Tired Lucy Carlyle, i love that there's a tag for that, Established Relationship, Not Safe for Pandas",Lockwood unmakes and remakes the bed with Lucy still in it after they ruin the sheets. Written for day four - Domesticity.,Explicit,Part 4 of Forever Yours: Locklyle Week 2023,1,1,completed,2023-06-02,66.0,66.0,oneshot,2023-05-22,2023-02-25,11.0,86.0,97.0,active,1,2,12,983
https://archiveofourown.org/works/46067422,what died didn’t stay dead (you’re alive in my head),moon2pluto,2023-03-28,2023-03-28,1/1,English,"2,720",48,21,3,338,Major Character Death,General Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Hurt No Comfort, Grief/Mourning, Loss, (not like the meme), Bittersweet Ending, contains heavy spoilers for book 3 and minor spoilers for book 5, despite the title no one's coming back as a ghost, at least not in the literal way, he stays dead and six feet under, post TV-show","It happened not in the way they had all feared it would. It wasn’t to save her or George, in a desperate effort to trade his life for theirs. It wasn’t a spur-of-the-moment decision in the heat of battle. It wasn’t due to his recklessness.In the end, Anthony Lockwood died because his past caught up with him: A late-night visit to the Furnaces, a gun in a dark alleyway, and he never came home again.---------------------or: Lockwood dies, and Lucy has to figure out how to live without him.",General Audiences,not a series,1,1,completed,2023-06-02,66.0,66.0,oneshot,2023-05-27,2023-01-31,6.0,116.0,122.0,active,1,3,10,"2,720"
https://archiveofourown.org/works/46042186,Ground Control,SinSong,2023-03-27,2023-04-28,4/4,English,"11,070",311,139,29,"2,529",Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,"Montagu Barnes, Anthony Lockwood, George Cubbins | George Karim, Lucy Carlyle","Barnes POV, Post-Book 03: The Hollow Boy (Lockwood & Co.), Lucy's first day on her own, Anthony Lockwood Being an Idiot, Lucy Carlyle Being an Idiot, Tired Barnes, discussion of sexual harassment and assault","And just like that, Barnes' carefully scheduled morning flew out the window in favor of tracking down the idiots at Lockwood & Co. and beating some sense into their heads. A pastime that he did not, contrary to all appearances, actually enjoy.",Teen And Up Audiences,not a series,4,4,completed,2023-06-02,67.0,35.0,multichapter(complete),2023-05-28,2023-02-27,5.0,90.0,95.0,active,1,4,7,"11,070"
https://archiveofourown.org/works/46055770,"elementary, my dear Carlyle",JustWriteIt13,2023-03-27,2023-04-08,4/?,English,"7,116",103,34,13,"1,119",Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim, Quill Kipps, Montagu Barnes, Flo Bones","Alternate Universe, Alternate Universe - Sherlock (TV) Fusion, Detectives, POV Lucy Carlyle, Sherlock AU literally no one asked for, Lockwood as Holmes, Lucy as Watson, George as Mrs. Hudson (but not really), cursing, They Say Fuck, No Ghost, Aged-Up Character(s), moodboard, Murder, Murder Mystery, mentioned of suicide","Lockwood and Co in BBC sherlock universe.~""Seen a lot of injuries, then. Violent deaths. I bet a bit of trouble, too?""""Yes. Enough for a lifetime, far too much,"" Lucy answered frankly.""Want to see some more?"" Lockwood asked, raising his eyebrow in challenge.""Oh, God, yes,"" she accepted without hesitation.""Oh, fuck, there's two of them,"" she heard George curse.",Teen And Up Audiences,not a series,4,?,incomplete,2023-06-02,67.0,55.0,multichapter(updating),2023-04-17,2023-02-15,46.0,61.0,107.0,active,1,6,16,"7,116"
https://archiveofourown.org/works/46063084,"oh, if you told me that you were down, I'd slay the beast and make your darkness turn around",tryalittlejoytomorrow,2023-03-27,2023-03-27,1/1,English,"9,586",382,52,69,"2,793",No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood","Emotional Hurt/Comfort, Angst, Romance, Friends to Lovers, Six Times Fic, (because of course I couldn't just stop at 5), lockwood taking care of lucy when she's sick, all kinds of sick, sick lucy fic, Lockwood's love language is acts of service","She felt Lockwood's fingers in her hair then - gently sifting through it, massaging her scalp. And then he was delicately pulling her head over his lap. ""I'm not going anywhere,"" she thought she heard him whisper right before sleep pulled her under at last.__6 Times Lockwood takes care of Lucy while she's all kinds of sick.",Teen And Up Audiences,not a series,1,1,completed,2023-06-02,67.0,67.0,oneshot,2023-03-27,2023-03-02,67.0,25.0,92.0,inactive,1,2,10,"9,586"
https://archiveofourown.org/works/46057189,"it's on your face, and i'm to blame",renjunspetrat,2023-03-27,2023-03-27,1/1,English,"3,229",98,6,10,781,Creator Chose Not To Use Archive Warnings,Not Rated,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Angst with a Happy Ending, Angst and Hurt/Comfort, Hurt/Comfort, Feels, Dialogue Heavy, lockwood please talk about your feelings, lucy and george love lockwood very very much, Pre-OT3, Unreliable Narrator, seriously lockwood","""I don't get it,"" Lockwood confesses, which took a huge chunk out of his usual cockiness. They were definitely going to take this moment and use it against him. The memories that would burn the tips of his ears. It doesn't matter, for now, George is reassuring Lockwood that he forgives him. And Lucy was holding his hand the entire time for god's sake. It's such a tough pill to swallow when one has conformed to self-hatred.""What don't you get?""""That you all just forgive me. I'm positive that this is not the first time I've endangered your lives. And yet, you're still here. Both of you. George, you were furious last night, as far as I was concerned, you wanted to bury me alive."" Lockwood tries to bite his tongue, ""yet, why do you stay?""-After a particularly ghastly employment gone wrong, Lockwood reflects on himself and the relationship he has with the ones around him.",Not Rated,not a series,1,1,completed,2023-06-02,67.0,67.0,oneshot,2023-03-27,2023-03-27,67.0,0.0,67.0,inactive,1,3,10,"3,229"
https://archiveofourown.org/works/46056208,The Smart One,cherriepixie27,2023-03-27,2023-03-27,1/1,English,"1,219",137,8,6,929,No Archive Warnings Apply,Teen And Up Audiences,"Lucy Carlyle, Anthony Lockwood, George Cubbins | George Karim","Oblivious Anthony Lockwood, Simp Anthony Lockwood, George Karim Has Had Enough, Denial of Feelings, Requited Unrequited Love, Getting Together, Idiots in Love, Safe for Pandas, George Cubbins | George Karim is So Done with Lucy Carlyle/Anthony Lockwood",George’s perspective on the two idiots in love that he has to live and work with. Written for Locklyle Week day three - Outsider POV/Denial.,Teen And Up Audiences,Part 3 of Forever Yours: Locklyle Week 2023,1,1,completed,2023-06-02,67.0,67.0,oneshot,2023-05-22,2023-02-25,11.0,86.0,97.0,active,1,3,9,"1,219"
https://archiveofourown.org/works/45937120,is it too soon to do this yet?,Pages_turn,2023-03-27,2023-03-27,1/1,English,"2,301",83,7,7,645,No Archive Warnings Apply,Teen And Up Audiences,,"Wound-Tending, Hurt/Comfort, (a teensy bit), Soft Anthony Lockwood, soft lucy carlyle, Love Confessions, First Kiss, Romantic Fluff, Tooth-Rotting Fluff, Anthony Lockwood is a Mess, Flustered Anthony Lockwood, Lucy Carlyle being my favourite, (Lucy Carlyle being Lockwood's favourite), Found Family",Lucy helps fix up Lockwood and he is not at all prepared for what he's about to confess.,Teen And Up Audiences,not a series,1,1,completed,2023-06-02,67.0,67.0,oneshot,2023-05-25,2023-03-18,8.0,68.0,76.0,active,1,0,14,"2,301"
https://archiveofourown.org/works/46051189,gunpowder and explosions (that's our que!),utterlyobessedreader,2023-03-27,2023-03-27,2/2,English,"1,506",18,0,1,491,Graphic Depictions Of Violence,Mature,"Anthony Lockwood, Lucy Carlyle, Marissa Fittes","Whump, Mind Control, marissa fittes lives, book universe i haven't watched the show, no beta we die like that house in the first book, Post-Canon, Hurt Anthony Lockwood, Kidnapping, i know your in there fight",you don't challenge the most powerful people in the world without consequences.-----Lockwood has no idea where he is.,Mature,not a series,2,2,completed,2023-06-02,67.0,67.0,multichapter(complete),2023-05-02,2021-03-30,31.0,763.0,794.0,active,1,3,9,"1,506"
https://archiveofourown.org/works/46048303,The Faith and the Fighter - Ch 12 Dream,barronsfever (historyofbellarke),2023-03-27,2023-03-27,1/1,English,"1,486",49,4,2,734,No Archive Warnings Apply,Explicit,,"PWP, Dream Sex, First Time, Alternate Universe - 19th Century, POV Anthony Lockwood, POV First Person",Lucy and Lockwood's shared dream from Ch 12 of The Faith and the Fighter.Likely won't make a ton of sense without reading the main story.,Explicit,Part 2 of TFATF Universe,1,1,completed,2023-06-02,67.0,67.0,oneshot,2023-06-01,2023-01-30,1.0,122.0,123.0,active,1,0,6,"1,486"
